ENSEMBL,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000163138.18,PACRGL,195.1506283,0.050567155,0.249044416,0.203044724,0.839100076,0.915582358
ENSG00000110171.19,TRIM3,395.5674646,0.050578668,0.355347164,0.142335927,0.88681467,0.941399414
ENSG00000273138.1,GS1-293C5.1,1.696713041,0.050620147,1.588302084,0.031870604,0.974575241,0.986357671
ENSG00000229186.4,ADAM1A,26.86791158,0.050720884,1.194385269,0.042466099,0.966127136,0.982331698
ENSG00000235602.5,POU5F1P3,4.412129447,-0.050777235,0.864980349,-0.058703339,0.9531884,0.975457082
ENSG00000173928.2,SWSAP1,108.8993375,0.050805889,0.318755892,0.159388077,0.873363132,0.934455319
ENSG00000227986.1,TRIM60P18,16.32455636,-0.050818186,0.467505884,-0.108700634,0.913439939,0.956028517
ENSG00000203965.12,EFCAB7,188.157559,0.050909943,0.265059876,0.192069595,0.847687691,0.919822524
ENSG00000134443.9,GRP,4.891255417,-0.050921975,1.688026758,-0.030166568,0.975934211,0.987013314
ENSG00000280734.2,LINC01232,16.98316639,-0.050964861,0.498561337,-0.102223853,0.918578995,0.958412919
ENSG00000221923.8,ZNF880,234.9012643,0.051059959,0.289955017,0.176096139,0.860218414,0.926708048
ENSG00000253506.2,NACA2,24.6722801,-0.05110791,0.49539961,-0.103165018,0.917832003,0.95793675
ENSG00000253683.1,CTB-79E8.3,3.367488439,0.051172631,0.965477669,0.053002397,0.957729998,0.977692517
ENSG00000180336.17,MEIOC,45.0421898,-0.051292162,0.69032732,-0.07430122,0.940770706,0.969825001
ENSG00000117133.10,RPF1,467.4477494,0.051311825,0.204197958,0.251284713,0.801593993,0.893181509
ENSG00000145506.13,NKD2,85.34605802,0.051332047,0.568760209,0.090252528,0.928086543,0.963301667
ENSG00000120327.6,PCDHB14,88.99858602,-0.051345895,0.407378434,-0.126039796,0.899700423,0.948814244
ENSG00000165359.15,INTS6L,377.1108241,-0.051385994,0.457298215,-0.112368675,0.910531092,0.9548035
ENSG00000197601.12,FAR1,1679.271098,0.051411046,0.192137419,0.267574356,0.789026972,0.885621121
ENSG00000110274.15,CEP164,1045.203228,0.051422012,0.260009004,0.197770122,0.843224924,0.917723905
ENSG00000116957.12,TBCE,386.8174742,-0.051472249,0.3357492,-0.153305649,0.878157246,0.936817264
ENSG00000125388.19,GRK4,84.08221859,-0.051529015,0.570534429,-0.0903171,0.928035232,0.963301667
ENSG00000143952.19,VPS54,862.2515947,-0.051591828,0.21036926,-0.24524414,0.806267401,0.895699371
ENSG00000129071.9,MBD4,651.5895327,-0.051593057,0.155443032,-0.331909748,0.73995741,0.856495343
ENSG00000213888.3,LINC01521,22.02569711,0.051599159,0.576095362,0.089567045,0.928631274,0.96352574
ENSG00000175575.12,PAAF1,579.8635642,0.051651946,0.335553787,0.153930451,0.877664574,0.936549644
ENSG00000158220.13,ESYT3,128.4760001,0.051689726,0.460707957,0.112196296,0.910667766,0.9548035
ENSG00000149930.17,TAOK2,1427.08584,0.051691719,0.225710764,0.229017516,0.818855302,0.903179451
ENSG00000144909.7,OSBPL11,310.3594735,0.051756581,0.296068176,0.174813051,0.861226533,0.927263747
ENSG00000196263.7,ZNF471,489.3621291,-0.051783847,0.395227329,-0.131022942,0.895757159,0.946320912
ENSG00000076067.12,RBMS2,1305.407811,-0.051833432,0.220049072,-0.235553968,0.813778796,0.900404769
ENSG00000239503.1,MARK2P8,1.57000722,0.051847903,1.43213605,0.036203197,0.971120337,0.984822809
ENSG00000113580.14,NR3C1,913.2708592,0.051856213,0.255246435,0.203161362,0.839008911,0.915582358
ENSG00000111615.13,KRR1,940.8316884,-0.051869232,0.19441003,-0.266803271,0.789620635,0.885904363
ENSG00000152439.12,ZNF773,128.765316,0.051902745,0.39556667,0.131211119,0.8956083,0.946266154
ENSG00000151353.14,TMEM18,572.3593805,0.051953775,0.178190554,0.291563012,0.770620759,0.87504928
ENSG00000143624.13,INTS3,2571.427454,-0.051955368,0.179733338,-0.289069178,0.77252844,0.876046055
ENSG00000028528.14,SNX1,2465.993948,0.051988884,0.156760534,0.331645232,0.740157161,0.856613752
ENSG00000188312.13,CENPP,115.8812036,0.052041706,0.353514855,0.147212219,0.882964517,0.939467975
ENSG00000265491.4,RNF115,1187.64629,-0.052118836,0.157453481,-0.331011013,0.740636167,0.856942465
ENSG00000114019.14,AMOTL2,1827.040487,-0.052142097,0.417298634,-0.124951516,0.900561934,0.949079223
ENSG00000213928.8,IRF9,892.9977003,-0.052145554,0.371595812,-0.140328692,0.888400296,0.94224133
ENSG00000249635.1,RP11-710F7.3,5.620106038,-0.052149861,0.81403386,-0.064063504,0.948919662,0.973506516
ENSG00000187764.11,SEMA4D,1515.732896,-0.052153825,0.313095333,-0.166574905,0.86770454,0.931223236
ENSG00000175215.10,CTDSP2,3739.936035,0.052231251,0.276312031,0.189029958,0.850069337,0.920892997
ENSG00000169018.5,FEM1B,1128.977855,-0.052290498,0.250647316,-0.208621813,0.834743481,0.913027732
ENSG00000275180.1,RP11-631N16.4,102.922517,0.052291903,0.481958423,0.108498785,0.913600044,0.956028517
ENSG00000011422.11,PLAUR,411.1106968,0.052370946,0.862235034,0.060738597,0.951567392,0.974933256
ENSG00000136940.13,PDCL,273.7092316,0.052379923,0.350812205,0.149310435,0.881308682,0.938766761
ENSG00000196459.13,TRAPPC2,303.1850127,0.052463861,0.182940046,0.286781722,0.774279459,0.877165244
ENSG00000272666.1,CTA-384D8.35,5.599778186,-0.052474626,0.880413915,-0.059602223,0.952472448,0.975389806
ENSG00000084754.10,HADHA,4611.366448,0.052498288,0.181049742,0.289966102,0.77184217,0.875832783
ENSG00000132153.14,DHX30,1473.280515,-0.052527447,0.209681215,-0.250510981,0.802192214,0.893381504
ENSG00000144445.16,KANSL1L,1032.817288,0.052537016,0.26130235,0.201058336,0.84065296,0.91626314
ENSG00000279569.1,RP11-394B2.1,42.73008635,-0.052538183,0.494025019,-0.106347212,0.915306874,0.956663085
ENSG00000128872.9,TMOD2,272.875058,-0.052576857,0.519516402,-0.10120346,0.91938895,0.958850452
ENSG00000112282.17,MED23,784.3928945,0.052596412,0.263348481,0.199721721,0.841698225,0.916869087
ENSG00000229129.1,ACTG1P2,2.257795345,0.052619713,1.462368371,0.03598253,0.971296289,0.9848913
ENSG00000117859.18,OSBPL9,2677.293523,-0.052629603,0.283923919,-0.185365161,0.852942632,0.922752706
ENSG00000187240.13,DYNC2H1,545.1830097,0.052691061,0.358779334,0.14686203,0.883240922,0.939661463
ENSG00000140750.16,ARHGAP17,918.5146185,0.052710225,0.225932836,0.233300417,0.815528135,0.901067926
ENSG00000149043.16,SYT8,5.607215403,0.052743809,0.869832356,0.060636752,0.951648504,0.974978478
ENSG00000268947.1,AD000684.2,31.7358147,-0.052745149,0.629106631,-0.083841349,0.933182572,0.966005512
ENSG00000143379.12,SETDB1,818.8328334,0.052764142,0.180951227,0.291593168,0.770597699,0.87504928
ENSG00000005436.13,GCFC2,619.0062252,-0.052819663,0.212845309,-0.248159864,0.804010719,0.89440525
ENSG00000100266.18,PACSIN2,2062.986416,0.052878822,0.266139878,0.198688081,0.842506748,0.91733362
ENSG00000173914.11,RBM4B,378.3454877,-0.053013855,0.236222916,-0.224423,0.822428175,0.905479513
ENSG00000197226.12,TBC1D9B,2452.509102,-0.053120457,0.150725463,-0.352431869,0.724514405,0.846818862
ENSG00000242970.2,AC068522.4,6.608607795,-0.053183926,0.848421714,-0.06268572,0.950016769,0.974215135
ENSG00000247595.4,SPTY2D1-AS1,13.20704492,0.053271367,0.613569357,0.086822079,0.930812937,0.964574887
ENSG00000279159.1,RP3-394A18.1,195.7986012,-0.053289607,0.465827502,-0.114397726,0.908922516,0.95394144
ENSG00000112309.10,B3GAT2,56.63848983,-0.053309046,0.420802736,-0.126684171,0.899190375,0.948352205
ENSG00000272844.1,RP11-484K9.4,6.35077787,0.053363919,0.966506893,0.05521318,0.955968629,0.976748151
ENSG00000224189.6,HAGLR,709.5725541,0.053404652,0.299966006,0.178035679,0.858694955,0.926000868
ENSG00000274911.1,RP11-12A20.7,34.45742601,-0.053458401,0.464177584,-0.115167993,0.908311968,0.953624501
ENSG00000127989.13,MTERF1,207.0341802,0.053522679,0.247336835,0.21639591,0.828679154,0.909501964
ENSG00000123136.14,DDX39A,972.3912379,-0.053688748,0.308548057,-0.174004492,0.861861932,0.927658945
ENSG00000131115.15,ZNF227,299.5161022,0.053700969,0.197540468,0.271847939,0.785738943,0.883956311
ENSG00000142751.14,GPN2,683.3716246,0.053750213,0.19190271,0.280090952,0.779407726,0.879615878
ENSG00000221819.5,GAS8-AS1,3.727659088,-0.053776232,1.034421494,-0.05198677,0.958539235,0.978048276
ENSG00000070047.11,PHRF1,914.2585575,0.053969521,0.184809612,0.292027673,0.770265466,0.87487469
ENSG00000224046.1,AC005076.5,19.4267015,0.054003223,0.513552404,0.105156207,0.91625186,0.957158877
ENSG00000062650.17,WAPL,1012.427566,-0.054044891,0.213987302,-0.252561206,0.800607311,0.892674692
ENSG00000236976.1,RP11-165H4.2,4.917673226,0.054091085,0.859172128,0.062957216,0.949800574,0.974049039
ENSG00000280083.1,RP11-317J9.1,4.684908593,0.054282586,0.844336714,0.064290212,0.948739147,0.973480965
ENSG00000182185.18,RAD51B,80.51298657,0.054306026,0.287948601,0.188596249,0.850409273,0.921026029
ENSG00000177045.7,SIX5,328.335446,0.054461094,0.374585199,0.145390405,0.88440264,0.940125675
ENSG00000112159.11,MDN1,1114.238456,-0.054471001,0.395655145,-0.137672925,0.890498918,0.943045478
ENSG00000150779.11,TIMM8B,654.3569297,0.054476817,0.277596664,0.196244494,0.844418804,0.918125879
ENSG00000104731.13,KLHDC4,814.3314545,0.054550101,0.341304224,0.159828378,0.873016269,0.934159999
ENSG00000223922.1,ASS1P2,3.695947099,0.054585509,0.857039345,0.063690785,0.949216442,0.973697342
ENSG00000269937.1,RP11-20I23.8,88.47356679,-0.054599071,0.577274422,-0.094580791,0.924647808,0.96156932
ENSG00000089280.18,FUS,6248.215975,-0.054632739,0.21956912,-0.248817955,0.803501602,0.89413585
ENSG00000119397.16,CNTRL,286.2687315,-0.054644846,0.317347107,-0.172192672,0.863286059,0.928647033
ENSG00000072310.16,SREBF1,1458.366848,-0.054742697,0.305600615,-0.1791315,0.857834449,0.925614568
ENSG00000214174.8,AMZ2P1,235.5544728,-0.054856878,0.380028348,-0.144349436,0.885224542,0.940506494
ENSG00000140526.17,ABHD2,1444.388514,-0.054858992,0.383247756,-0.143142369,0.886177744,0.941140036
ENSG00000131019.10,ULBP3,12.30356167,-0.054878567,1.092906774,-0.050213402,0.959952332,0.978721522
ENSG00000231434.1,RP11-144L1.8,36.17841173,0.054889593,0.420531842,0.130524225,0.896151689,0.946590038
ENSG00000014641.17,MDH1,4017.486645,-0.054908294,0.338376348,-0.162269895,0.871093321,0.933130022
ENSG00000282798.1,LLNLR-222A1.1,14.7199224,0.054913891,0.692952931,0.079246207,0.936836793,0.968300947
ENSG00000182132.13,KCNIP1,56.00684556,0.054928305,0.882393972,0.062249185,0.950364395,0.974457932
ENSG00000260325.1,HSPB9,11.82707372,0.054945162,0.810799308,0.067766661,0.945971383,0.972186669
ENSG00000269940.1,RP11-73M18.7,44.93124455,0.055004752,0.433977815,0.12674554,0.899141801,0.948338904
ENSG00000137413.15,TAF8,510.1694565,-0.055054441,0.296579976,-0.185631013,0.852734131,0.922602841
ENSG00000142252.10,GEMIN7,221.860148,-0.05512253,0.276118559,-0.199633556,0.841767182,0.916869087
ENSG00000188643.10,S100A16,1751.413552,0.055227518,0.469663721,0.117589491,0.906392932,0.952482069
ENSG00000103037.11,SETD6,710.8358328,0.05524738,0.332865808,0.165974932,0.868176678,0.931400284
ENSG00000122512.14,PMS2,348.4352837,0.055279579,0.286818825,0.192733441,0.847167733,0.919518336
ENSG00000135617.3,PRADC1,291.5609002,0.055288698,0.46930812,0.117808952,0.906219036,0.952451015
ENSG00000250878.3,METTL21EP,2.937334015,-0.055311412,1.399969323,-0.039509017,0.968484565,0.983325811
ENSG00000086712.12,TXLNG,574.838223,0.055328979,0.241341797,0.229255684,0.818670196,0.903046571
ENSG00000157107.13,FCHO2,828.9106588,0.055352317,0.354831114,0.155996234,0.87603599,0.935796364
ENSG00000133731.9,IMPA1,557.8909857,0.055377962,0.23643574,0.234219929,0.814814244,0.900832283
ENSG00000132254.12,ARFIP2,1228.844525,-0.055541464,0.248128743,-0.223841314,0.822880781,0.905697662
ENSG00000196812.4,ZSCAN16,91.27062473,-0.055578346,0.261189313,-0.212789511,0.831491146,0.911133244
ENSG00000118007.12,STAG1,751.8735946,-0.055683288,0.327338006,-0.170109449,0.864924063,0.929688482
ENSG00000174238.14,PITPNA,1864.784583,0.055757263,0.171668529,0.32479607,0.745335419,0.860177828
ENSG00000106701.11,FSD1L,275.7836003,0.0557701,0.302737936,0.184219066,0.853841603,0.923385525
ENSG00000236534.1,H3F3BP1,31.81162179,0.055829267,0.437026948,0.127747882,0.898348496,0.947919245
ENSG00000170322.14,NFRKB,734.0517957,-0.055902044,0.197389564,-0.283206687,0.777018403,0.878497684
ENSG00000181634.7,TNFSF15,182.4384493,-0.055956153,0.752486599,-0.074361661,0.940722615,0.969825001
ENSG00000081692.12,JMJD4,268.6738979,0.055968955,0.288999017,0.193664863,0.846438306,0.919223216
ENSG00000169239.12,CA5B,222.1425704,0.056094859,0.308445266,0.181863252,0.855690044,0.924397643
ENSG00000259818.1,RP5-1024G6.7,2.618904181,0.056108362,1.073802153,0.052252048,0.958327861,0.977908277
ENSG00000184281.14,TSSC4,613.2037484,-0.056134293,0.322540528,-0.174037952,0.861835636,0.927658945
ENSG00000048828.16,FAM120A,2853.335135,0.056136532,0.196350514,0.285899591,0.774955027,0.877439419
ENSG00000165417.11,GTF2A1,726.5325563,-0.056153869,0.293972311,-0.191017543,0.848511849,0.919997428
ENSG00000135801.9,TAF5L,353.979511,-0.056179586,0.2439466,-0.230294606,0.817862852,0.902575577
ENSG00000276846.1,CTD-3220F14.3,20.09833213,0.05618356,0.723140801,0.077693804,0.938071623,0.968860594
ENSG00000075089.9,ACTR6,443.3211717,0.056203156,0.182658035,0.307696052,0.758313624,0.868252801
ENSG00000105289.14,TJP3,264.8897907,0.056280199,0.294180917,0.191311522,0.848281535,0.919937491
ENSG00000166343.9,MSS51,67.74766519,0.056341401,0.438477771,0.128493175,0.897758699,0.947562316
ENSG00000166762.16,CATSPER2,214.0459143,-0.056359124,0.466576398,-0.120792917,0.90385506,0.950913941
ENSG00000167272.10,POP5,631.1564197,0.056559083,0.322444022,0.175407448,0.860759489,0.927146831
ENSG00000165914.14,TTC7B,493.6758428,0.056626927,0.25103492,0.225573905,0.821532839,0.904732552
ENSG00000228002.2,DHX9P1,6.216523782,-0.056628742,0.791047172,-0.071587061,0.942930538,0.970799136
ENSG00000108590.10,MED31,151.9101304,0.056639071,0.326771419,0.17332933,0.86239257,0.927913011
ENSG00000121022.13,COPS5,1181.286633,-0.056680947,0.14806224,-0.38281838,0.701854433,0.832895468
ENSG00000203485.12,INF2,1697.725792,0.056911002,0.371622827,0.153141836,0.878286424,0.936870711
ENSG00000235105.1,RP11-329A14.1,9.23835127,-0.056945228,0.683985318,-0.083255044,0.933648745,0.966302287
ENSG00000061794.12,MRPS35,1331.299342,0.057010657,0.233775302,0.243869461,0.807331922,0.896355639
ENSG00000143933.16,CALM2,8491.174024,-0.057091181,0.17831122,-0.320177164,0.748834033,0.862303644
ENSG00000155657.26,TTN,197.5216867,0.057145045,0.465817741,0.122676832,0.902363011,0.950216141
ENSG00000230424.1,RP1-43E13.2,3.987353195,0.05715266,1.084397632,0.052704523,0.957967335,0.977763928
ENSG00000254433.1,RP11-677I18.3,5.192696256,-0.05723414,0.932063621,-0.061405829,0.95103601,0.974623467
ENSG00000141452.9,C18orf8,478.2013928,-0.05724571,0.306842366,-0.186563904,0.85200257,0.922076162
ENSG00000267673.6,FDX2,337.6867436,-0.057323007,0.29964998,-0.191299885,0.848290651,0.919937491
ENSG00000168724.14,DNAJC21,777.6461204,-0.057337429,0.205920293,-0.278444774,0.780670953,0.880357852
ENSG00000233295.3,FAM90A20P,2.871254665,0.057353097,1.3341908,0.042987178,0.965711755,0.982174444
ENSG00000198258.10,UBL5,1889.046078,0.057401662,0.292170025,0.196466636,0.844244945,0.918125879
ENSG00000230280.2,HNRNPA1P59,4.583256268,0.057412867,0.857725277,0.066936196,0.946632498,0.972527638
ENSG00000270015.1,RP11-540B6.6,295.8954208,0.057442113,0.328695282,0.174757948,0.861269832,0.927272506
ENSG00000099800.7,TIMM13,910.6904557,-0.05744223,0.273856116,-0.209753323,0.833860205,0.912580107
ENSG00000145293.15,ENOPH1,831.5953623,-0.057461537,0.193323909,-0.297229334,0.766291428,0.873192122
ENSG00000203499.11,FAM83H-AS1,88.02268389,0.0575619,0.467199126,0.123206352,0.901943695,0.949984597
ENSG00000125124.11,BBS2,1437.826514,0.057734079,0.300659276,0.19202494,0.84772267,0.919822524
ENSG00000196943.12,NOP9,750.0279585,0.057774141,0.209971582,0.275152191,0.783199316,0.882152996
ENSG00000082515.17,MRPL22,416.7559529,0.057953112,0.377363128,0.15357386,0.877945749,0.936735966
ENSG00000093000.18,NUP50,1097.631611,-0.057993957,0.310677102,-0.186669555,0.851919728,0.922024347
ENSG00000085719.12,CPNE3,1859.083197,0.058028672,0.284844277,0.203720687,0.838571775,0.915543176
ENSG00000143479.15,DYRK3,127.6353287,0.058104438,0.317366671,0.183082985,0.854732906,0.923817802
ENSG00000108587.15,GOSR1,1149.604229,0.058110567,0.224268424,0.259111674,0.795549078,0.889717651
ENSG00000196363.9,WDR5,730.7854204,-0.058183066,0.241167117,-0.241256216,0.809356544,0.89758443
ENSG00000105497.7,ZNF175,326.415051,-0.058215412,0.325516496,-0.178840127,0.858063236,0.925728628
ENSG00000101452.14,DHX35,333.0068535,-0.058264584,0.222680859,-0.261650618,0.793590815,0.888581793
ENSG00000163617.10,CCDC191,570.4802153,0.058264843,0.28975078,0.20108606,0.840631282,0.91626314
ENSG00000090674.15,MCOLN1,317.6807085,-0.058375742,0.215644632,-0.270703431,0.786619138,0.884380587
ENSG00000119927.13,GPAM,302.6445393,-0.058393315,0.371234409,-0.157294996,0.875012364,0.935195397
ENSG00000135390.17,ATP5G2,4923.459822,0.058461059,0.280106604,0.208710035,0.834674606,0.913027732
ENSG00000169379.15,ARL13B,293.796844,0.058471515,0.269387265,0.217053747,0.828166459,0.909265948
ENSG00000268970.1,CTD-3099C6.11,14.935529,-0.058488854,0.42000579,-0.139257255,0.889246866,0.942691049
ENSG00000157445.14,CACNA2D3,182.6027698,0.058501312,0.528348525,0.110724851,0.911834539,0.955458825
ENSG00000254531.1,FLJ20021,53.87560937,-0.05856717,0.372173464,-0.157365249,0.874957,0.935195397
ENSG00000196417.12,ZNF765,265.9786416,0.058592271,0.199672916,0.293441255,0.769184896,0.874322415
ENSG00000167515.10,TRAPPC2L,795.6222026,0.058595836,0.326198202,0.179632615,0.857440998,0.925381222
ENSG00000165071.14,TMEM71,42.24539646,0.058755244,0.564598281,0.104065574,0.917117311,0.957531911
ENSG00000239254.1,RP11-365F18.3,2.273362813,0.058761234,1.36951025,0.04290675,0.965775868,0.982188818
ENSG00000101161.7,PRPF6,2006.784287,-0.058789439,0.143747384,-0.408977451,0.682556209,0.820000329
ENSG00000115661.13,STK16,630.2913399,-0.058823514,0.335951635,-0.175095188,0.86100484,0.927214671
ENSG00000166145.14,SPINT1,3034.33579,-0.058824939,0.508227811,-0.115745219,0.907854468,0.953447377
ENSG00000126858.16,RHOT1,646.1270499,-0.058829055,0.223982448,-0.26265029,0.792820135,0.888095958
ENSG00000273973.1,RP11-973D8.5,5.934129687,-0.058905346,0.730064849,-0.080685087,0.935692397,0.967767826
ENSG00000142892.14,PIGK,863.5130088,-0.058918052,0.292974352,-0.201103107,0.840617953,0.91626314
ENSG00000141551.14,CSNK1D,4110.442422,0.058933813,0.347651694,0.169519705,0.865387874,0.929956647
ENSG00000101997.12,CCDC22,356.3884575,-0.059018181,0.176745135,-0.333916861,0.738442296,0.855538993
ENSG00000174327.6,SLC16A13,67.08933942,0.059027571,0.598653327,0.098600589,0.921455402,0.959856961
ENSG00000077721.15,UBE2A,1332.89076,0.059032919,0.205866955,0.286752768,0.77430163,0.877165244
ENSG00000165282.13,PIGO,797.4069023,-0.059091385,0.358093158,-0.165016794,0.868930763,0.931795478
ENSG00000137221.14,TJAP1,801.0246601,-0.059225657,0.283584567,-0.208846543,0.834568036,0.91298731
ENSG00000158941.16,CCAR2,2082.853263,-0.059291548,0.300426187,-0.197358123,0.843547298,0.917898087
ENSG00000179403.11,VWA1,917.6851158,0.059299875,0.457436747,0.129635137,0.896855103,0.9471014
ENSG00000281571.2,CH17-195P21.2,86.22547246,0.0593854,0.369357746,0.160780168,0.872266546,0.933871181
ENSG00000178057.14,NDUFAF3,953.1076036,0.05940199,0.302510832,0.196363182,0.844325911,0.918125879
ENSG00000129167.9,TPH1,29.7565937,-0.059412812,0.604871562,-0.098223847,0.921754547,0.95994178
ENSG00000222014.5,RAB6C,34.15354149,-0.059418834,0.30846048,-0.192630299,0.847248514,0.919518336
ENSG00000135914.5,HTR2B,111.8157519,-0.059436417,0.963978615,-0.061657402,0.950835664,0.974623467
ENSG00000158615.8,PPP1R15B,1757.857456,0.059460288,0.297466463,0.199889046,0.841567358,0.916840786
ENSG00000138674.16,SEC31A,2449.597374,0.059466467,0.285238269,0.208479975,0.834854216,0.913073107
ENSG00000277368.1,RP11-380N8.7,4.966332479,0.059472913,0.896632936,0.066329163,0.947115765,0.972554329
ENSG00000234106.3,RP11-288E14.2,8.530803332,-0.059562579,0.633081994,-0.094083514,0.925042816,0.96180818
ENSG00000182492.15,BGN,6206.583244,0.059566204,0.801674223,0.074302257,0.940769881,0.969825001
ENSG00000157429.15,ZNF19,151.4505576,0.05957512,0.358588099,0.166138029,0.868048327,0.931300475
ENSG00000122692.8,SMU1,1113.13905,-0.059575662,0.286301358,-0.20808725,0.835160842,0.913290177
ENSG00000224546.2,EIF4BP3,24.72307895,-0.059638308,0.404370672,-0.147484257,0.882749805,0.939330439
ENSG00000260892.1,CTD-2026K11.1,6.442190594,0.059638466,1.151363014,0.051798143,0.958689536,0.978049984
ENSG00000213290.4,PGK1P2,12.35927543,-0.059659152,0.558777578,-0.106767261,0.914973621,0.956543545
ENSG00000114744.8,COMMD2,622.6995605,0.05966388,0.150340349,0.396858731,0.691471638,0.826219731
ENSG00000078142.12,PIK3C3,806.9177509,0.059673834,0.369795332,0.161369896,0.871802075,0.933694287
ENSG00000145833.15,DDX46,1105.546867,-0.059800178,0.174075405,-0.34353031,0.731199543,0.850829726
ENSG00000004866.20,ST7,582.4938565,-0.059821936,0.315575142,-0.189564793,0.849650178,0.920777348
ENSG00000105556.11,MIER2,414.5030682,0.059925986,0.223956948,0.267578149,0.789024052,0.885621121
ENSG00000257365.7,FNTB,453.6906322,-0.059959933,0.327089043,-0.183313792,0.854551813,0.923665978
ENSG00000175970.10,UNC119B,1477.703426,-0.060053847,0.296166677,-0.202770439,0.839314464,0.915630931
ENSG00000255231.1,MRPS36P4,1.779433847,-0.060075832,2.229000277,-0.026951918,0.978498084,0.988616867
ENSG00000131459.12,GFPT2,167.281541,-0.060092741,0.672152649,-0.089403413,0.928761311,0.963584836
ENSG00000074657.13,ZNF532,1155.436921,-0.060153296,0.35493205,-0.169478342,0.865420406,0.929956647
ENSG00000198791.11,CNOT7,1580.127318,0.060155561,0.277276768,0.216951322,0.828246281,0.909306778
ENSG00000182324.6,KCNJ14,82.83781486,0.060164417,0.604959663,0.099451948,0.920779439,0.959493946
ENSG00000155096.13,AZIN1,1947.104694,0.060172017,0.241638881,0.249016286,0.803348184,0.894065272
ENSG00000104859.14,CLASRP,789.501006,-0.0602285,0.252941989,-0.23811191,0.811794297,0.899161913
ENSG00000165916.8,PSMC3,1623.919603,0.060238231,0.223180158,0.269908542,0.787230615,0.884577779
ENSG00000147443.12,DOK2,60.99528323,0.060347986,0.603715382,0.099960989,0.920375297,0.959414024
ENSG00000131732.11,ZCCHC9,426.0296729,-0.060359575,0.237564004,-0.254077108,0.799435988,0.892283713
ENSG00000101224.17,CDC25B,787.2588165,-0.060519339,0.44721598,-0.135324634,0.892355209,0.944126419
ENSG00000144362.11,PHOSPHO2,58.0965504,-0.060577363,0.301369085,-0.201007225,0.840692925,0.91626314
ENSG00000104872.10,PIH1D1,916.4681766,-0.060599947,0.235511568,-0.257311978,0.796937946,0.890692118
ENSG00000172239.13,PAIP1,1264.174412,0.060634088,0.240905652,0.251692258,0.801278942,0.893019132
ENSG00000136504.11,KAT7,1014.614268,0.06090575,0.267100445,0.228025639,0.819626308,0.903576328
ENSG00000271964.1,RP11-415F23.2,8.376612314,-0.060916214,0.756171542,-0.080558724,0.935792893,0.967833808
ENSG00000183530.13,PRR14L,747.0351189,0.061046763,0.289235757,0.211062295,0.832838662,0.911868476
ENSG00000228242.6,AC093495.4,144.6528095,-0.061066979,0.505129322,-0.120893752,0.903775191,0.95086785
ENSG00000198830.10,HMGN2,4977.944547,-0.061123722,0.231229126,-0.26434266,0.791515891,0.887277615
ENSG00000090432.6,MUL1,748.7429897,-0.061135415,0.292958908,-0.208682559,0.834696056,0.913027732
ENSG00000144029.11,MRPS5,1536.61146,0.061154353,0.145957243,0.418988133,0.675224805,0.814756022
ENSG00000132305.20,IMMT,2277.227896,-0.061258509,0.178474444,-0.343234063,0.731422381,0.850842651
ENSG00000278879.1,AP000560.3,3.998516849,0.061356612,1.312515735,0.046747334,0.962714604,0.980449701
ENSG00000243388.1,RPL3P3,3.083187187,0.061389408,0.910145575,0.067450098,0.946223387,0.972215497
ENSG00000116044.15,NFE2L2,3454.969152,-0.061393659,0.254320338,-0.241402869,0.809242889,0.89758443
ENSG00000124541.6,RRP36,524.9862246,0.061401251,0.325695447,0.188523516,0.850466283,0.921026029
ENSG00000249471.7,ZNF324B,95.39993726,-0.061407076,0.31640009,-0.194080462,0.84611288,0.919021198
ENSG00000271992.1,RP11-42O15.3,8.499840864,-0.061415571,0.653433576,-0.093989004,0.925117892,0.961810393
ENSG00000100949.14,RABGGTA,427.8293717,-0.061604466,0.235198068,-0.2619259,0.793378571,0.888457318
ENSG00000224699.8,LAMTOR5-AS1,32.63585119,-0.061683733,0.510127298,-0.120918314,0.903755737,0.95086785
ENSG00000215244.2,RP11-563J2.2,37.32654931,-0.061687376,0.568539354,-0.108501505,0.913597886,0.956028517
ENSG00000240929.2,HIST2H2BB,2.472786133,-0.061746554,1.566558357,-0.039415419,0.968559187,0.983363715
ENSG00000163703.17,CRELD1,922.2103392,-0.061777253,0.346494166,-0.178292332,0.858493401,0.925908833
ENSG00000119917.13,IFIT3,516.6375382,-0.061809276,0.513848981,-0.120286851,0.90425592,0.951152546
ENSG00000116353.15,MECR,381.3653512,-0.061896445,0.183852033,-0.336664457,0.73636986,0.854367881
ENSG00000111490.12,TBC1D30,215.920267,-0.061966884,0.427291588,-0.145022475,0.884693127,0.940169169
ENSG00000118160.13,SLC8A2,3.208584578,0.061977846,1.453214743,0.042648787,0.965981505,0.98229725
ENSG00000097033.14,SH3GLB1,1842.110014,0.062009178,0.172016393,0.360484121,0.718485129,0.842663799
ENSG00000196700.8,ZNF512B,929.5479352,0.062040215,0.394316523,0.157336078,0.874979988,0.935195397
ENSG00000263001.5,GTF2I,3390.307068,0.062052933,0.364277384,0.170345281,0.864738603,0.929602811
ENSG00000144034.14,TPRKB,347.4988403,0.062057242,0.289039488,0.214701605,0.829999971,0.910331458
