ENSEMBL,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000279805.1,CTA-212A2.1,11.97126743,-1.316641791,0.700962581,-1.878333919,0.060335499,0.16732013
ENSG00000225217.1,HSPA7,178.07911,1.316647968,0.785384082,1.676438315,0.093652369,0.228985904
ENSG00000170275.14,CRTAP,5113.204788,1.316692713,0.325908531,4.040068261,5.34E-05,0.00056117
ENSG00000276663.1,RP11-407G23.7,11.62327498,-1.316919602,0.629132647,-2.093230433,0.036328589,0.114679604
ENSG00000173867.9,RP11-97O12.7,10.00956627,1.31693538,0.998764223,1.318564832,0.187314637,0.369971312
ENSG00000243648.1,RP11-215P8.1,3.114255157,1.316978304,0.925345975,1.423228003,0.15467007,0.324102641
ENSG00000265912.1,RP11-583F2.2,22.27328602,1.317032932,0.754058142,1.746593343,0.080707903,0.206307425
ENSG00000164885.12,CDK5,299.5919841,1.317138488,0.236741524,5.56361412,2.64E-08,6.95E-07
ENSG00000259982.1,CDC37P1,5.642956777,1.317372088,1.352128733,0.97429487,0.329910151,0.533922345
ENSG00000005421.8,PON1,2.117917446,-1.317403174,1.095269144,-1.202812278,0.229048973,0.422881846
ENSG00000240087.3,RPSAP12,44.04882021,1.317482023,0.397600885,3.313579201,0.0009211,0.006240856
ENSG00000258130.7,RP11-347C12.3,23.17123516,-1.317656216,0.686587185,-1.919138961,0.05496675,0.155823822
ENSG00000259845.1,HERC2P10,1.810860605,1.317908573,1.415970182,0.930745993,0.351984972,0.555695701
ENSG00000146374.13,RSPO3,130.4335211,1.31840494,0.781488998,1.687042228,0.091595232,0.225600382
ENSG00000172159.15,FRMD3,494.0417611,-1.318484972,0.421732627,-3.126352783,0.001769891,0.010588027
ENSG00000168631.12,DPCR1,4.129371613,-1.319148531,1.018419247,-1.29529026,0.195220118,0.379978928
ENSG00000266714.6,MYO15B,2887.604007,-1.319363373,0.303117126,-4.352652025,1.35E-05,0.000171757
ENSG00000230197.6,RP11-160E2.17,1.750432447,-1.31949988,1.241277754,-1.063017423,0.28777405,0.488956295
ENSG00000236022.6,RP11-160E2.16,1.750432447,-1.31949988,1.241277754,-1.063017423,0.28777405,0.488956295
ENSG00000130844.16,ZNF331,1040.426107,-1.319517662,0.406218549,-3.248294952,0.001160989,0.007531394
ENSG00000230659.3,RP11-466F5.9,1.636581055,-1.320167787,1.435222431,-0.919834974,0.357659004,0.561229868
ENSG00000170469.10,SPATA24,60.24296629,-1.3208142,0.432206601,-3.055978777,0.002243271,0.012907498
ENSG00000241095.1,CYP51A1P1,2.452074457,-1.321227593,1.10206035,-1.198870455,0.230578322,0.424842813
ENSG00000255248.7,MIR100HG,240.6117933,-1.321327593,0.750425066,-1.760772198,0.078276967,0.201913687
ENSG00000160868.14,CYP3A4,31.31066348,-1.321428785,1.08693379,-1.215739907,0.224084017,0.416544165
ENSG00000143772.9,ITPKB,862.1390152,-1.321459831,0.389920014,-3.389053609,0.000701343,0.004987706
ENSG00000261707.1,RP11-264M12.2,13.91177893,-1.321988214,1.231205473,-1.073734842,0.28294154,0.483706219
ENSG00000215837.7,SDHAP2,2.581236144,1.322166958,2.070305158,0.638633852,0.523061154,0.705694787
ENSG00000170921.15,TANC2,1083.377354,1.322194187,0.343227006,3.852244033,0.00011704,0.001088277
ENSG00000237438.7,CECR7,140.2767387,1.322253351,0.35914784,3.681640823,0.000231738,0.001966825
ENSG00000139537.10,CCDC65,43.92224948,-1.322426494,0.343253872,-3.852619308,0.000116861,0.001087376
ENSG00000111671.9,SPSB2,448.6707672,1.322595737,0.509299598,2.596891381,0.009407167,0.040626758
ENSG00000171044.10,XKR6,22.10500186,1.322601879,0.475771841,2.779907854,0.005437433,0.0263624
ENSG00000129910.7,CDH15,2.834867065,-1.322693256,1.442337604,-0.917048306,0.359117328,0.562647729
ENSG00000131435.12,PDLIM4,449.3137497,1.32272131,0.575087236,2.300035938,0.021446184,0.076891349
ENSG00000138835.22,RGS3,1452.681059,-1.322886589,0.430394112,-3.073663308,0.002114479,0.012292508
ENSG00000276505.1,CMB9-94B1.2,2.743334269,-1.322907257,0.987123328,-1.340164111,0.180191997,0.360329336
ENSG00000170684.8,ZNF296,21.14211062,-1.32307442,0.459774146,-2.877661633,0.004006346,0.020678674
ENSG00000166681.13,BEX3,2075.74374,-1.323146443,0.27921907,-4.738739516,2.15E-06,3.42E-05
ENSG00000258793.1,RP11-404P21.3,21.37993124,-1.323179067,1.058313814,-1.250270997,0.21120057,0.40073097
ENSG00000226318.1,RPS3AP38,5.074482244,1.323672998,1.102814965,1.200267533,0.230035455,0.424168585
ENSG00000197321.14,SVIL,1945.427696,1.323911237,0.322320006,4.107443572,4.00E-05,0.000435735
ENSG00000244038.9,DDOST,4521.537621,1.324475709,0.311591879,4.250674678,2.13E-05,0.000256278
ENSG00000231969.1,AC144449.1,3.078496766,-1.324746957,0.961204493,-1.378215526,0.168136755,0.343463183
ENSG00000244485.1,RPL18P13,5.163464078,1.325218113,1.091492627,1.21413382,0.224696627,0.417212369
ENSG00000278899.1,RP11-350J20.13,8.299911304,-1.325233431,0.653280234,-2.02858339,0.042500742,0.129005568
ENSG00000156804.7,FBXO32,506.3966457,1.325373875,0.368350361,3.598133776,0.000320509,0.002585119
ENSG00000067113.16,PLPP1,1364.452896,-1.325462905,0.396282793,-3.344739987,0.000823597,0.005695847
ENSG00000109339.19,MAPK10,765.5649304,-1.325490627,0.491631963,-2.69610344,0.007015588,0.03227381
ENSG00000187091.13,PLCD1,387.543616,-1.325585762,0.269638097,-4.916166431,8.83E-07,1.53E-05
ENSG00000173482.16,PTPRM,3035.384298,1.325660211,0.331085005,4.003987469,6.23E-05,0.000639821
ENSG00000260941.1,LINC00622,76.6448268,-1.325817358,0.592680405,-2.236985308,0.0252873,0.087235231
ENSG00000233578.1,EIF4EP1,3.83677009,1.326007267,0.886742885,1.495368375,0.134818329,0.295770328
ENSG00000122952.16,ZWINT,315.4435812,1.326092345,0.355258328,3.732755126,0.000189397,0.001658715
ENSG00000213809.8,KLRK1,63.80089541,1.326506554,0.816730549,1.624166693,0.104340237,0.247566426
ENSG00000055118.14,KCNH2,38.6027367,-1.326591757,0.730261966,-1.816597083,0.06927883,0.185319817
ENSG00000077092.18,RARB,267.4422666,-1.326656105,0.554476661,-2.392627496,0.016728215,0.063461808
ENSG00000168476.11,REEP4,255.5822976,1.32688187,0.365002221,3.635270675,0.000277689,0.002296224
ENSG00000254995.4,STX16-NPEPL1,87.81821589,-1.327168316,0.598227793,-2.218499929,0.026520764,0.090402347
ENSG00000234397.3,RP11-415K20.1,1.79967614,1.327232359,1.29130439,1.027823005,0.304033093,0.506753849
ENSG00000274471.1,RP11-228M15.1,84.89212801,1.3274524,0.465179476,2.853634929,0.004322217,0.021990519
ENSG00000175305.17,CCNE2,51.81829669,1.327508769,0.387603356,3.424915571,0.000614991,0.004468807
ENSG00000169129.14,AFAP1L2,1000.67919,-1.327567654,0.763574282,-1.738622798,0.082101134,0.208997673
ENSG00000237263.1,MAPK6PS3,2.880769426,1.327602789,1.004734486,1.321346891,0.186385726,0.368494741
ENSG00000257446.3,ZNF878,15.68227143,-1.327757783,0.440068587,-3.017161014,0.002551542,0.014327976
ENSG00000237009.2,GLIS3-AS1,3.237519576,-1.327780346,0.952529667,-1.393951698,0.163332191,0.336437266
ENSG00000119514.6,GALNT12,320.1938201,1.328346041,0.601753208,2.207459842,0.02728195,0.092364233
ENSG00000249767.1,ENPP7P10,2.740814474,1.328387461,1.40506095,0.945430489,0.344439143,0.547991959
ENSG00000273604.1,EPOP,79.9822299,1.328405791,0.314505118,4.223797054,2.40E-05,0.000284063
ENSG00000130529.15,TRPM4,1305.321103,-1.328545937,0.222181786,-5.979544768,2.24E-09,7.73E-08
ENSG00000174912.7,METTL15P1,2.967261745,-1.328856966,1.127809087,-1.178264107,0.238691332,0.434687289
ENSG00000228452.1,RP5-994D16.9,5.174821331,-1.328925077,0.646123424,-2.056766598,0.039708683,0.122728312
ENSG00000251517.1,RP11-109E24.1,1.49435784,-1.329081869,1.955963468,-0.679502399,0.496819588,0.684883294
ENSG00000248578.1,NPM1P21,3.32844145,1.329452234,1.006974448,1.320244258,0.18675348,0.369028794
ENSG00000272674.3,PCDHB16,64.47363423,-1.329484779,0.482932553,-2.752940906,0.005906256,0.028077873
ENSG00000171388.11,APLN,257.7439868,-1.329533957,0.764893564,-1.738194723,0.082176509,0.209141156
ENSG00000244705.1,RP11-133K1.1,7.861507419,1.329606604,0.586484998,2.267076921,0.023385527,0.082223514
ENSG00000220721.1,OR1F12,2.422399861,-1.329674742,1.813840679,-0.733071409,0.463514877,0.656791365
ENSG00000253541.1,SEPT10P1,2.496114038,-1.329684041,1.063435315,-1.250366639,0.211165646,0.400693536
ENSG00000266708.1,RP11-661O13.1,4.77921622,-1.329990444,0.85135483,-1.562204615,0.118239794,0.269791759
ENSG00000283900.1,RP1-5O6.7,8.040722731,1.330071752,0.843371642,1.57708854,0.114775154,0.264081476
ENSG00000104432.13,IL7,50.16434386,1.330127514,0.404738007,3.286391424,0.001014799,0.006771317
ENSG00000162526.6,TSSK3,44.54085922,1.330161866,0.39364372,3.379100944,0.000727233,0.005138568
ENSG00000274225.1,KB-68A7.1,11.88753233,1.330289991,0.925181275,1.437869559,0.150471068,0.318452815
ENSG00000112561.17,TFEB,708.3034912,-1.330318671,0.364313078,-3.651580879,0.000260631,0.002176327
ENSG00000108262.15,GIT1,1619.273368,1.330441038,0.278060809,4.784712528,1.71E-06,2.81E-05
ENSG00000240890.2,RP11-65E22.2,1.632466559,-1.330534299,1.120289259,-1.187670317,0.234963323,0.43000783
ENSG00000135476.11,ESPL1,190.5199947,1.33054012,0.526077047,2.529173489,0.01143315,0.047292955
ENSG00000141510.16,TP53,781.158554,1.330560443,0.353345484,3.765607606,0.000166145,0.00148265
ENSG00000063854.12,HAGH,1228.116522,-1.330843471,0.36652827,-3.630943583,0.000282387,0.002330686
ENSG00000283128.1,RP5-912I13.2,4.959252727,1.330981313,0.824607076,1.614079422,0.1065102,0.250998568
ENSG00000121988.17,ZRANB3,109.8688229,1.331069201,0.325629213,4.087683627,4.36E-05,0.000468224
ENSG00000196230.12,TUBB,7760.600361,1.331107751,0.419522972,3.172907894,0.001509204,0.009285831
ENSG00000279891.1,FLJ42393,4.866770601,-1.331316304,1.027169749,-1.29610155,0.194940501,0.379628906
ENSG00000198807.12,PAX9,14.90815936,1.331339532,0.89670231,1.484706259,0.137621653,0.300122642
ENSG00000278238.1,RP11-245D16.4,22.80046164,1.331554112,0.568662023,2.341556246,0.019203532,0.070657934
ENSG00000068976.13,PYGM,48.98491109,-1.331867435,0.71918704,-1.85190689,0.064039194,0.175068791
ENSG00000226235.1,LEMD1-AS1,1.993680043,1.331974797,1.07216892,1.242318046,0.21411924,0.404493471
ENSG00000197935.6,ZNF311,33.05038508,-1.332126742,0.424479205,-3.138261491,0.001699532,0.010241466
ENSG00000178878.12,APOLD1,762.5912932,-1.332418283,0.656578275,-2.029336539,0.042424024,0.128863753
ENSG00000163584.17,RPL22L1,398.2787932,1.332447019,0.456556755,2.918469618,0.003517542,0.018618541
ENSG00000270031.1,RP3-426I6.6,2.020380299,-1.332577564,1.380791509,-0.965082386,0.334503549,0.538215823
ENSG00000278709.1,NKILA,60.58581756,1.332823262,0.477102812,2.793576622,0.005212868,0.02546675
ENSG00000187266.13,EPOR,1238.972382,-1.332992918,0.412633478,-3.230452663,0.001235944,0.00791064
ENSG00000168140.4,VASN,1026.992451,-1.333125017,0.368223591,-3.620422614,0.000294122,0.002410194
ENSG00000126217.20,MCF2L,843.3851837,-1.333127839,0.291919372,-4.566767288,4.95E-06,7.24E-05
ENSG00000136143.14,SUCLA2,872.7420089,-1.333776004,0.306677444,-4.349116727,1.37E-05,0.000174211
ENSG00000169896.16,ITGAM,90.75873457,1.333777999,0.45648079,2.921871036,0.003479356,0.01844676
ENSG00000169972.11,PUSL1,198.2157916,1.334105112,0.348951561,3.823181381,0.000131741,0.001208778
ENSG00000170439.6,METTL7B,357.8644884,1.334221195,0.955561324,1.396269565,0.162633335,0.335364486
ENSG00000261716.1,RP11-196G18.22,272.3241524,1.334436565,0.365904251,3.646955618,0.000265366,0.002210962
ENSG00000169860.6,P2RY1,55.10866869,1.334582512,0.638971392,2.088642041,0.036739958,0.115554426
ENSG00000277548.1,RP11-139H15.6,6.298049595,-1.335135259,0.787274951,-1.6958945,0.089905862,0.222842144
ENSG00000109255.11,NMU,2.598033436,-1.335296924,1.261242152,-1.058715744,0.289729255,0.49110757
ENSG00000233204.1,MAPRE1P3,2.80947347,-1.335441255,1.267321673,-1.053750822,0.291997014,0.4936822
ENSG00000272372.1,RP11-441F2.5,2.558141104,1.335504621,1.432942896,0.932001285,0.351335861,0.555070277
ENSG00000176268.5,CYCSP34,2.04277949,1.335604819,1.251976526,1.066797013,0.286063508,0.487117054
ENSG00000255498.1,RP11-618K13.2,8.417322317,-1.335630772,1.24664296,-1.071381955,0.283997723,0.484726211
ENSG00000176153.11,GPX2,96.00434213,1.335973835,1.132908652,1.179242327,0.238301696,0.434128893
ENSG00000233223.2,AC113189.5,59.90586879,1.337089617,0.556963603,2.40067683,0.016364782,0.062370183
ENSG00000005022.5,SLC25A5,5433.304623,-1.337093698,0.304491949,-4.391228415,1.13E-05,0.000147431
ENSG00000284294.1,AC007326.11,8.894765105,1.337185346,1.031021236,1.296952282,0.194647606,0.379335293
ENSG00000130037.4,KCNA5,33.31203909,-1.337244709,0.768312681,-1.740495429,0.081772062,0.208320865
ENSG00000143768.12,LEFTY2,14.03590323,-1.337675127,0.87068672,-1.536344928,0.124453806,0.279353665
ENSG00000206341.7,HLA-H,504.871642,1.337719778,0.876076576,1.526943894,0.126774963,0.282998035
ENSG00000260851.6,RP11-403P17.5,2.336119683,-1.337797814,2.207495852,-0.606025064,0.54449811,0.722072676
ENSG00000234518.2,PTGES3P1,41.70598241,1.338159264,0.749506317,1.785387574,0.074198473,0.194726685
ENSG00000157240.3,FZD1,1132.669279,1.338176649,0.436463562,3.065952729,0.002169776,0.012550339
ENSG00000051128.18,HOMER3,999.438608,1.338403225,0.403208785,3.31938012,0.000902175,0.006131537
ENSG00000219703.1,RAP1BP3,1.800883488,1.338568792,1.137557507,1.176704284,0.239313557,0.435430795
ENSG00000072274.12,TFRC,3441.545104,1.33871277,0.574884064,2.328665645,0.019876785,0.07255687
ENSG00000203722.7,RAET1G,4.506390884,-1.339049455,1.161759274,-1.15260492,0.249072583,0.446919563
ENSG00000227039.6,ITGB2-AS1,127.9255953,1.339681642,0.475158288,2.819442859,0.00481071,0.023885974
ENSG00000118596.11,SLC16A7,834.5117143,-1.33984099,0.473768783,-2.828048277,0.004683274,0.023416372
ENSG00000273320.1,RP11-22N19.2,18.72890419,1.340954422,0.656227469,2.043429277,0.041009962,0.125777238
ENSG00000275343.1,RP11-323F24.4,1.533770164,1.341153053,1.253523924,1.069906227,0.28466152,0.485419314
ENSG00000163006.11,CCDC138,93.96885039,1.341281763,0.349121194,3.841880085,0.000122095,0.001130101
ENSG00000267697.1,LUZP6,15.86070717,1.34136878,0.71118812,1.886095594,0.059282074,0.165058419
ENSG00000277978.1,RP11-403P17.6,39.90704931,1.34143106,0.631940464,2.122717464,0.033777535,0.108600524
ENSG00000162946.21,DISC1,114.5822364,1.341524752,0.319917385,4.193347459,2.75E-05,0.000318325
ENSG00000262075.3,DKFZP434A062,3.557210581,-1.341541626,1.185499091,-1.131626027,0.257791693,0.45651514
ENSG00000204386.10,NEU1,2925.650799,1.341718496,0.301568809,4.449128873,8.62E-06,0.000117499
ENSG00000204334.7,ERICH2,16.85106447,1.34216037,0.731835369,1.833964887,0.066659207,0.180343006
ENSG00000185499.16,MUC1,3558.60588,-1.342365969,0.731545592,-1.834972398,0.066509779,0.180086547
ENSG00000205517.12,RGL3,2051.631066,-1.342485,0.306552896,-4.379293158,1.19E-05,0.000154896
ENSG00000120889.12,TNFRSF10B,3923.060812,1.342534832,0.546120296,2.458313383,0.01395913,0.055262313
ENSG00000188486.3,H2AFX,530.0918832,1.342642227,0.406365801,3.304023674,0.000953078,0.006421222
ENSG00000106105.13,GARS,2214.598952,1.342737823,0.210304514,6.384731355,1.72E-10,7.42E-09
ENSG00000272991.1,AF129408.17,10.86107506,-1.343048369,1.242950863,-1.080532151,0.279905278,0.480571793
ENSG00000255367.2,RP13-726E6.2,3.431420174,-1.343069193,1.552231407,-0.865250624,0.386901245,0.588961833
ENSG00000170166.5,HOXD4,312.0893866,-1.343259221,0.273522929,-4.910956557,9.06E-07,1.57E-05
ENSG00000238213.1,TARDBPP2,15.20251397,1.343560117,1.035963527,1.296918359,0.194659279,0.379335293
ENSG00000268758.7,ADGRE4P,9.356182772,1.343766005,0.652967742,2.057936278,0.039596251,0.122499469
ENSG00000224984.1,RP11-524H19.2,3.694052859,-1.343801694,1.21673582,-1.104431768,0.269405886,0.469112072
ENSG00000165487.13,MICU2,1069.378272,-1.344216495,0.348969894,-3.851955479,0.000117178,0.001088792
ENSG00000139531.12,SUOX,946.9259837,-1.344379908,0.284947084,-4.717998479,2.38E-06,3.75E-05
ENSG00000255909.1,PDCD5P1,5.035442087,1.34444283,0.789725053,1.702418868,0.088676876,0.220792107
ENSG00000274776.1,RP11-687F6.5,7.67203358,-1.344895708,0.674478237,-1.993979396,0.046154306,0.137198631
ENSG00000250767.1,RP11-1084J3.3,4.086956263,1.345077434,1.21607464,1.106081313,0.268691326,0.468610468
ENSG00000177103.13,DSCAML1,395.5789773,1.345080809,0.500502719,2.687459542,0.007199782,0.032915787
ENSG00000115423.18,DNAH6,107.7118126,-1.34531416,0.378868239,-3.550876061,0.000383951,0.003012435
ENSG00000095397.13,WHRN,693.1977312,1.345363954,0.397527223,3.384331625,0.000713518,0.00505928
ENSG00000277631.4,PGM5P3-AS1,4.826557915,-1.345511062,0.821696849,-1.637478669,0.101530492,0.242580329
ENSG00000141504.11,SAT2,2265.813018,-1.345542253,0.392631922,-3.426981292,0.000610331,0.004437395
ENSG00000259577.1,CERNA1,15.12474538,-1.345674893,0.545073052,-2.468797325,0.013556798,0.054008411
ENSG00000167323.11,STIM1,1299.406273,1.345709131,0.295515204,4.553772906,5.27E-06,7.63E-05
ENSG00000234043.3,NUDT9P1,21.54369193,-1.345751619,0.777339471,-1.731227692,0.083411162,0.211384601
ENSG00000268707.1,RP11-247A12.7,7.188488631,-1.345830839,0.924632122,-1.455531131,0.145522278,0.311173306
ENSG00000244617.2,ASPRV1,57.32291337,-1.345982374,0.491637368,-2.737754415,0.006186025,0.029181661
ENSG00000270419.1,CAHM,40.81215878,-1.346106163,0.557862899,-2.412969505,0.015823143,0.060851144
ENSG00000168282.5,MGAT2,308.0149924,1.34622446,0.597344573,2.253681579,0.024216207,0.084492864
ENSG00000163811.11,WDR43,883.0844749,1.34626548,0.295780664,4.551566896,5.32E-06,7.70E-05
ENSG00000162510.5,MATN1,9.558724415,1.346276737,0.790052589,1.704034334,0.088374673,0.220289265
ENSG00000188107.14,EYS,18.98610483,1.346705548,0.734951255,1.832373969,0.066895724,0.18087155
ENSG00000184575.11,XPOT,1857.603023,1.346773691,0.271393577,4.962437606,6.96E-07,1.24E-05
ENSG00000254593.1,OR7E126P,5.320295142,-1.346983665,0.94290603,-1.428544969,0.153135061,0.321771184
ENSG00000225746.9,SNHG23,6.268657418,-1.347188016,1.155443505,-1.165948841,0.24363513,0.440437265
ENSG00000166482.11,MFAP4,996.3786261,-1.347203478,0.944937954,-1.425705754,0.153953295,0.322996928
ENSG00000196368.4,NUDT11,40.42380986,1.347424648,0.845045005,1.594500457,0.110823988,0.25782343
ENSG00000214549.2,SDHCP2,3.887894549,-1.347628567,0.953133653,-1.413892545,0.157393455,0.328151914
ENSG00000123329.17,ARHGAP9,109.2395854,1.347657136,0.583088637,2.311238894,0.020819663,0.075131828
ENSG00000237037.9,NDUFA6-AS1,187.1614708,-1.347917448,0.261913032,-5.14643138,2.65E-07,5.29E-06
ENSG00000171051.8,FPR1,112.3086622,1.348101041,0.644962243,2.090201491,0.036599704,0.115230569
ENSG00000100342.20,APOL1,2142.139091,1.348494216,0.69992714,1.926620842,0.054026899,0.153904001
ENSG00000007376.7,RPUSD1,434.6930317,1.348560029,0.29149282,4.626391926,3.72E-06,5.62E-05
ENSG00000213398.7,LCAT,415.6624938,-1.348606708,0.348505949,-3.869680593,0.000108978,0.001026706
ENSG00000260686.1,CTB-36H16.2,85.02626445,-1.348621269,0.358448119,-3.762389024,0.000168298,0.001498824
ENSG00000123472.12,ATPAF1,1321.55949,-1.348872721,0.431626233,-3.125094394,0.00177748,0.010622212
ENSG00000276644.4,DACH1,346.9494954,-1.348879849,0.798435076,-1.689404548,0.09114193,0.224849162
ENSG00000203362.2,RP3-337H4.8,9.096885053,1.349005261,0.904927205,1.490733458,0.136031488,0.297639424
ENSG00000175662.17,TOM1L2,1891.708329,-1.349071328,0.256213449,-5.265419653,1.40E-07,2.99E-06
ENSG00000283787.1,PRR33,15.33632023,1.349105839,0.889139844,1.517315693,0.129186998,0.286900887
ENSG00000237614.1,AC073257.2,2.165139073,-1.349160595,1.59591184,-0.845385416,0.397895685,0.599229538
ENSG00000116741.7,RGS2,1194.583004,-1.349335686,0.564394121,-2.390768498,0.016813151,0.063683249
ENSG00000137098.13,SPAG8,54.00559411,-1.349685865,0.527127811,-2.560452771,0.010453587,0.044148157
ENSG00000232034.1,AC092168.2,1.905853523,1.34969941,1.427090975,0.945769704,0.344266061,0.547908506
ENSG00000227339.1,THRAP3P1,1.990177505,-1.34990351,1.327498903,-1.016877307,0.3092118,0.512470314
ENSG00000124743.5,KLHL31,59.0528525,1.349994902,0.599079581,2.253448366,0.024230893,0.084515722
ENSG00000224509.2,AC010884.1,3.359888328,-1.350359054,0.979347838,-1.378834978,0.16794564,0.343232312
ENSG00000005844.17,ITGAL,123.4220673,1.350680701,0.743331802,1.817062982,0.06920747,0.185222875
ENSG00000101132.9,PFDN4,405.9917563,1.350991578,0.331240474,4.078582431,4.53E-05,0.000484728
ENSG00000276216.1,CH17-373J23.1,2.886160121,-1.351426309,1.513602288,-0.892854299,0.371935204,0.574840659
ENSG00000278341.1,RP5-1142A6.10,25.47899616,-1.351609819,0.656270795,-2.059530654,0.039443432,0.122151884
ENSG00000233093.5,LINC00892,2.776791764,1.352290435,1.371150171,0.986245317,0.324012746,0.527584657
ENSG00000165731.18,RET,36.38554476,-1.352485336,0.583006372,-2.319846577,0.020349178,0.073912925
ENSG00000177311.11,ZBTB38,2614.925782,1.352492407,0.419247326,3.226001271,0.001255328,0.008005562
ENSG00000047597.5,XK,118.4935425,1.352563469,0.790485122,1.711054936,0.087070972,0.218008121
ENSG00000183638.5,RP1L1,5.218517399,-1.352596818,0.814354465,-1.660943576,0.096724779,0.234411583
ENSG00000161640.15,SIGLEC11,15.67083474,-1.352634752,0.866007759,-1.561919899,0.11830686,0.269876517
ENSG00000248794.1,CTD-2248H3.1,12.75900869,1.352713979,0.502852508,2.690081005,0.007143468,0.03274348
ENSG00000162576.16,MXRA8,822.7612862,-1.352731343,0.686904653,-1.969314574,0.048916979,0.143020366
ENSG00000177025.3,C19orf18,37.23408867,-1.352860727,0.490007995,-2.760895212,0.005764317,0.02756211
ENSG00000227344.2,HAUS6P1,2.891400436,1.353314382,1.477774552,0.915778649,0.359783004,0.563300916
ENSG00000230753.5,ZNF341-AS1,1.726569681,-1.353362615,1.758252764,-0.769720169,0.441465903,0.638973372
ENSG00000115109.13,EPB41L5,1477.279554,-1.353434385,0.320848319,-4.218299761,2.46E-05,0.000289132
ENSG00000105352.10,CEACAM4,3.461102559,1.353656831,1.355914059,0.998335272,0.318116809,0.521428505
ENSG00000272954.1,KB-1440D3.13,3.854135548,-1.353684887,0.872678333,-1.551184251,0.120857535,0.27386897
ENSG00000256969.1,RP11-320N7.2,3.551660278,1.353796363,1.401966677,0.965640899,0.334223902,0.538030908
ENSG00000224292.1,AF196972.9,3.15407965,-1.354168585,1.133776309,-1.194387794,0.232326309,0.427119623
ENSG00000220370.1,RP3-399J4.2,1.913946056,1.354441431,1.213956352,1.115724984,0.264539873,0.464067248
ENSG00000005812.10,FBXL3,951.8971572,-1.354461432,0.330091822,-4.103286848,4.07E-05,0.000441838
ENSG00000254363.6,CTB-131B5.5,27.72392699,-1.35456831,0.432720567,-3.130353428,0.001745961,0.010461484
ENSG00000269155.2,RP3-431P23.5,23.90012269,-1.354612062,0.670816036,-2.019349553,0.043450901,0.131128434
ENSG00000109906.13,ZBTB16,195.7370785,-1.354883862,0.944148634,-1.435032382,0.15127787,0.319459201
ENSG00000120160.10,EQTN,3.984862839,-1.355154801,0.786660239,-1.722668483,0.084948493,0.214116972
ENSG00000278982.1,RP5-1031D4.3,3.472989311,1.355580392,1.093568168,1.239593865,0.215125651,0.405668151
ENSG00000123600.19,METTL8,381.3516476,1.355737431,0.320811057,4.225968535,2.38E-05,0.000281716
ENSG00000213514.2,RP11-428P16.2,8.030978878,1.355814482,0.798493815,1.697964915,0.089514384,0.222101459
ENSG00000124159.15,MATN4,2.476451371,1.355872285,0.9731445,1.393289779,0.16353218,0.336743995
ENSG00000234743.1,EIF5AP4,8.179849093,1.355880639,0.659850053,2.054831446,0.039895288,0.123160705
ENSG00000232803.1,SLCO4A1-AS1,20.44431124,1.356231068,0.710255462,1.909497555,0.056197937,0.158462318
ENSG00000168280.16,KIF5C,119.4105777,-1.356343139,0.636268242,-2.131715916,0.033030208,0.106701773
ENSG00000259080.1,RP11-158I13.2,4.466926354,-1.356395483,1.038670549,-1.305895776,0.191588003,0.375334522
ENSG00000130147.15,SH3BP4,1546.306129,-1.356501331,0.421877869,-3.215388694,0.00130268,0.008261585
ENSG00000137161.16,CNPY3,917.3875511,1.356550528,0.301163596,4.504364233,6.66E-06,9.37E-05
ENSG00000240103.2,RP11-846F4.6,62.94969461,1.356587799,1.395304813,0.972251931,0.330925231,0.53488881
ENSG00000163995.19,ABLIM2,174.613543,-1.356663952,0.772811128,-1.755492258,0.079175144,0.203574378
ENSG00000127334.10,DYRK2,670.4745131,1.356842872,0.368259676,3.6844731,0.000229176,0.001947592
ENSG00000236255.1,AC009404.2,112.4053179,1.356981784,0.545345296,2.488298322,0.012835601,0.051802083
ENSG00000089351.14,GRAMD1A,1092.156588,1.357514359,0.355591774,3.817620251,0.000134745,0.001232904
ENSG00000176485.11,PLA2G16,802.367149,-1.357629345,0.954261009,-1.422702314,0.15482247,0.324330197
ENSG00000175564.12,UCP3,44.43163803,-1.357774499,0.525972539,-2.581455111,0.009838479,0.042089662
ENSG00000066336.11,SPI1,141.3252184,1.358232694,0.459454925,2.956182686,0.003114725,0.016860215
ENSG00000270983.1,RP11-137J7.3,3.670819012,1.358466255,0.77223359,1.759139039,0.078553896,0.202410223
ENSG00000230953.2,RP4-631H13.6,2.785595618,-1.358738872,0.870807597,-1.560320416,0.118684181,0.270478079
ENSG00000272887.1,CSPG4P5,9.476681818,-1.35878279,0.747681665,-1.817327953,0.069166912,0.18516098
ENSG00000226015.2,CCT8P1,36.20204564,-1.358873287,0.419276757,-3.240993601,0.001191139,0.007677909
ENSG00000156222.11,SLC28A1,406.4731979,-1.359528222,1.126080461,-1.207310018,0.227312774,0.42047123
ENSG00000219435.5,TEX40,3.425966975,1.359567309,1.405353291,0.967420305,0.333333964,0.537227319
ENSG00000197550.3,RP11-460N11.2,12.37699599,1.359744601,0.908175713,1.497226343,0.134334373,0.295076836
ENSG00000185650.9,ZFP36L1,10226.51699,1.360189482,0.389608151,3.491173059,0.000480905,0.003632599
ENSG00000150045.11,KLRF1,14.76958084,-1.360392753,0.880739497,-1.544602868,0.122442352,0.276367784
