"","GeneName","logFC","logCPM","LR","PValue","FDR","Cl19_1_S4","Cl19_2_S5","Cl19_3_S6","Fl_1_S1","Fl_2_S2","Fl_3_S3"
"ENSMUSG00000060126","Tpt1",0.524299826657444,9.51854817849267,31.2551724315209,2.26243886116147e-08,8.19371809926706e-08,9.77038129497207,9.70877507224468,9.67926494580676,9.27994258206984,9.2592980621522,9.31366954038294
"ENSMUSG00000028403","Zdhhc21",-0.490565122738981,5.61900447239678,31.2404022595867,2.27971776654937e-08,8.25351508004016e-08,5.51880167659926,5.25555401487058,5.42642214528506,5.82926217376721,5.89127356035061,5.68083099150007
"ENSMUSG00000034616","Ssh3",-0.732812691629772,6.62173893387787,31.2390858134365,2.28126421416761e-08,8.2563330094571e-08,6.57692158704587,5.95481334197461,5.89473180235895,6.97506858012203,7.01843271914893,6.88086808408643
"ENSMUSG00000031523","Dlc1",0.45321562732695,6.80590135774165,31.2205181583077,2.30318816599806e-08,8.33287431717035e-08,7.00046829068917,7.01925049398982,7.12497847887463,6.54798299038084,6.48468602538885,6.50866785843336
"ENSMUSG00000058006","Mdn1",-0.743660146068874,7.24034280469357,31.2198263025758,2.30400914812471e-08,8.33303981601364e-08,7.0602613994595,6.52054659300339,6.88827086557556,7.60438864530769,7.64037753983879,7.39916004612524
"ENSMUSG00000019564","Arid3a",-0.744225458241588,3.3231587327893,31.2169476124621,2.30742825910423e-08,8.34259884194797e-08,3.32515592431326,2.98154275858474,2.99876863085958,3.53095534091204,3.49284275998142,3.47226508878963
"ENSMUSG00000020532","Acaca",-0.459475066961547,6.42097304171031,31.2144747011826,2.31036947200383e-08,8.35042416091769e-08,6.10024360693122,6.16171335169215,6.40450125155263,6.5943615960314,6.62310683725118,6.55262135736732
"ENSMUSG00000034154","Ino80",-0.578463638973459,6.1398579316814,31.2015574129326,2.32579409505921e-08,8.40334814379543e-08,6.07094517715851,5.70239181767332,5.82730368347981,6.37897113177059,6.38623893783969,6.31809818038327
"ENSMUSG00000006276","Eps15l1",-0.510285120055982,6.4804231561088,31.1976285492543,2.3305060063071e-08,8.41754336753866e-08,6.44012300574561,6.17913038644603,6.26287963530771,6.64598330290486,6.6723902655277,6.60365676587332
"ENSMUSG00000007610","Gtpbp3",-0.513774213187044,5.42695256707378,31.1872421850747,2.34300854514931e-08,8.45985853268724e-08,5.37094977096933,5.13221094744016,4.9303768009074,5.63766315184629,5.68228145959096,5.63717238206477
"ENSMUSG00000064090","Vrk2",-0.70980236037073,3.8165777514621,31.1843341713068,2.34652107758103e-08,8.46969612589607e-08,3.59588336362146,3.7036021944012,3.50594205521548,3.98651126034639,3.97240221153343,4.04003340278411
"ENSMUSG00000023175","Bsg",0.50973091595139,8.53356220536019,31.1564079342663,2.38052235170255e-08,8.58953835463266e-08,8.56913099256465,8.75608655093715,8.71418077298706,8.38617270100179,8.32493592982602,8.39316286642383
"ENSMUSG00000020111","Micu1",0.498885146958167,6.11521941295081,31.1258196052581,2.41833145090675e-08,8.7230351563076e-08,6.19381866921275,6.517811195409,6.44244547799064,5.73203871863304,5.77268308945526,5.82605029598355
"ENSMUSG00000002332","Dhrs1",0.546776468017651,5.20004870886036,31.1206228941308,2.42481443384143e-08,8.74348552477742e-08,5.46833091901815,5.58708206914642,5.42642214528506,4.90804531450596,4.71055569390567,4.87217623535613
"ENSMUSG00000028480","Glipr2",0.471419470299142,5.96560602928966,31.0778162200943,2.47888313438255e-08,8.93545097635079e-08,6.17492735877093,6.27701072153851,6.19291781617514,5.62146656514961,5.65851778329905,5.71549394398268
"ENSMUSG00000032452","Clstn2",0.541986376063609,5.20323195277193,31.0570720448708,2.50551770969276e-08,9.02843106318722e-08,5.34670627875458,5.48714262957792,5.72664920685861,4.78740902938002,4.81635956884338,4.75881231115101
"ENSMUSG00000068917","Clk2",-0.895967689961487,5.85906734394291,31.0302829650911,2.54033827571833e-08,9.15083650324946e-08,5.87660869591954,5.02070288269773,5.06014145383088,6.23912928699009,6.26754665348684,6.13857355626927
"ENSMUSG00000007987","Ift22",-0.590360169608698,4.51133868206912,31.0157734588053,2.55939975675946e-08,9.21641138539613e-08,4.33173744896432,4.30504995747476,4.29746145850742,4.69240017565477,4.6475695597071,4.71306413728541
"ENSMUSG00000047710","Champ1",-0.538820811936686,6.28978612228425,30.9881450004596,2.59609298510657e-08,9.34541309340608e-08,5.81567115414733,6.01715451554571,6.03519330958598,6.57393272259292,6.5257647310159,6.57288682643723
"ENSMUSG00000032123","Dpagt1",-0.533189656449852,4.93530288740188,30.9847661784532,2.600616397108e-08,9.35856232089518e-08,4.75310805592447,4.68013909504454,4.64945230123894,5.14302625864358,5.17431849523933,5.09745347226892
"ENSMUSG00000020019","Ntn4",0.554273173060424,4.8446652456789,30.9407173177749,2.66031449169043e-08,9.5701875740229e-08,5.06332045760533,5.22569270501732,5.24471910188142,4.35416278339728,4.42386048282278,4.46491634695703
"ENSMUSG00000054027","Nt5dc3",-0.571164931720014,5.21773303282116,30.9228832472973,2.68487313622234e-08,9.65530322557844e-08,4.88561861591484,5.0886364039697,5.0912424311293,5.34723146452174,5.41079152730336,5.40342109314027
"ENSMUSG00000034854","Mfsd12",0.730358645607219,3.69799345510567,30.9170035872245,2.6930194794209e-08,9.68135999474758e-08,4.11099447542579,4.1262401892764,3.99220763994499,3.14937564180004,3.19542604170348,3.2400774155813
"ENSMUSG00000030729","Pgm2l1",0.714767928438205,3.82669774741801,30.8984627488249,2.71887055018553e-08,9.77102626009504e-08,4.23693451003345,4.27943941284375,4.25761299449009,3.11379555565548,3.37140884270964,3.17728775343587
"ENSMUSG00000037487","Ubr5",0.485167965695675,8.44672900538143,30.884491949127,2.73851382354545e-08,9.83635159165275e-08,8.61141364580459,8.59071810787299,8.78209000034761,8.17890938021442,8.24058613728364,8.15243110774428
"ENSMUSG00000059897","Zfp930",-0.563534824636305,4.93824190468029,30.8842338407748,2.73887806436103e-08,9.83635159165275e-08,4.85647910373511,4.48947386499018,4.5516274657949,5.19502762832451,5.2464972177315,5.09235742096646
"ENSMUSG00000045629","Sh3tc2",-0.600096497161013,4.34744756982061,30.8747933577682,2.75223381511881e-08,9.88101579115301e-08,4.2593715527796,4.18948505738408,4.11197570313388,4.45712871408048,4.45638244677239,4.55163634404832
"ENSMUSG00000031562","Dctd",-0.520624673115143,6.32301372487131,30.8654781589512,2.76547627104616e-08,9.92524355174464e-08,6.25526751052562,5.96689739547362,6.00800223524522,6.53747097942615,6.56836536085285,6.4751273389997
"ENSMUSG00000028629","Exo5",-0.679002304075719,3.73497722422234,30.7976607691247,2.86382874713577e-08,1.02732406729815e-07,3.45610903129448,3.47450910040433,3.4565121999321,3.98651126034639,4.01357281858398,3.8717848846351
"ENSMUSG00000057181","5730455P16Rik",0.541464612238786,4.950101495032,30.7973073370056,2.86435038579641e-08,1.02732406729815e-07,5.1724393812209,5.24070061829411,5.21530221197824,4.60906099464551,4.6475695597071,4.65664019458524
"ENSMUSG00000038524","Fchsd1",0.693297009167883,3.8931232395568,30.793648350608,2.86975636541847e-08,1.02891965216421e-07,4.55573924799889,4.16870997669719,4.16217284539376,3.44357659558162,3.28092028122222,3.19641324514791
"ENSMUSG00000062232","Rapgef2",-0.491626841213626,5.3992063561276,30.7869889050334,2.87962162516415e-08,1.03211246578491e-07,5.21132109482019,5.17103011357803,5.27639961177298,5.5736283552129,5.61802055895433,5.47434574480962
"ENSMUSG00000030216","Wbp11",0.479045091879272,7.41012963078873,30.7804506625292,2.88934038681047e-08,1.03525066059419e-07,7.44197443903669,7.6969593894497,7.59302438494607,7.20561495781604,7.2266937227882,7.21878508957065
"ENSMUSG00000058571","Gpc6",-0.776569083448198,3.80300816820746,30.7545802770929,2.92811869788321e-08,1.04879533100788e-07,3.31090504184154,3.64464198807929,3.6796977145585,4.06845041982908,4.00417565554246,3.96395150690031
"ENSMUSG00000024639","Gnaq",-0.44001256971899,7.19599037376994,30.6957229761298,3.01829620573197e-08,1.08073504048677e-07,6.94040569254553,6.98747359892755,7.04989293307011,7.34173643598708,7.4018063930729,7.3759311043152
"ENSMUSG00000036372","Tmem258",-0.446043456575475,6.66599631247807,30.6875986701674,3.0309603833339e-08,1.08490819715138e-07,6.4963033816169,6.43033416827268,6.31927249348782,6.86854416332969,6.8590235923552,6.9043206802532
"ENSMUSG00000029672","Fam3c",0.518743797420373,6.40117438215755,30.6510630964612,3.08857328052657e-08,1.10516225673702e-07,6.47249345103855,6.77023478435842,6.69455329645342,6.09277324057271,6.04122975716114,6.16712974060059
"ENSMUSG00000019173","Rab5c",0.467243106961772,7.62801337522066,30.6418473132614,3.10327809024608e-08,1.11005444898686e-07,7.69474595651687,7.93726190911669,7.81468567273803,7.39113707969823,7.4122056851834,7.42269777216088
"ENSMUSG00000029060","Mib2",0.655047914215885,4.56048146602066,30.638034941247,3.10938164390473e-08,1.11186770759587e-07,5.18811803618989,4.7679374571563,4.69917583271594,4.099965948694,4.15615511041106,4.08177264943848
"ENSMUSG00000031015","Swap70",-0.486024795396259,5.39223731930649,30.6014307976402,3.1685998957997e-08,1.13266645427173e-07,5.18030000729978,5.26537199582473,5.17614098113013,5.5405125918919,5.56468107648393,5.55928668100434
"ENSMUSG00000001089","Luzp1",-0.426975584630363,7.01138271726201,30.5957786072033,3.1778441867659e-08,1.1355933232562e-07,6.78325938623685,6.75869624749576,6.85002209030666,7.16955601114507,7.2152009799769,7.2054731201839
"ENSMUSG00000031010","Usp9x",0.512127108162629,8.73464970961673,30.5950371996879,3.17905877904655e-08,1.13564981109908e-07,8.85411269381518,8.87801431952103,9.17342493020705,8.43023048736326,8.51157157635998,8.39039736101683
"ENSMUSG00000022358","Fbxo32",1.14439413025412,2.4614235422412,30.5557484430747,3.24409234947102e-08,1.1584966333709e-07,3.07267951404131,3.20884093516754,3.12435954490767,1.01281120650534,1.04607007425577,1.60894827510816
"ENSMUSG00000046861","Hectd3",-0.640878081814394,4.30102461568006,30.5481027868886,3.25690206442903e-08,1.16268483196771e-07,4.08051634331015,4.01036435441625,4.0764232797496,4.51282668869629,4.48368655316572,4.52414621044875
"ENSMUSG00000059689","Zfp637",0.609175550811805,4.42712907101696,30.5461254529551,3.26022317595852e-08,1.1634840278346e-07,4.75310805592447,4.80655285357161,4.73692863884712,4.0816656564309,3.89993528658768,3.98610166730196
"ENSMUSG00000032462","Pik3cb",-0.448005025045696,6.92629989515888,30.5377273496376,3.27436639786576e-08,1.16814352507996e-07,6.55340736645013,6.77768564745826,6.83317583262004,7.09494211516263,7.08234191860032,7.12748814669704
"ENSMUSG00000042644","Itpr3",0.460314183255691,7.62691237310491,30.5270778536434,3.29238960997951e-08,1.17403148718793e-07,7.85740633262976,7.76255218591766,7.90773537594899,7.40723507475978,7.34896424908944,7.35870281189463
