"","GeneName","logFC","logCPM","LR","PValue","FDR","Fl_1_S1","Fl_2_S2","Fl_3_S3","Fl_gHira_1_S7","Fl_gHira_2_S8","Fl_gHira_3_S9"
"ENSMUSG00000032359","Ctsh",-5.75209746800076,3.58598935569334,473.347563330078,5.98852546065142e-105,7.13240876536516e-104,4.62109906553881,4.43670417370136,4.50999662479294,-3.11969130572172,-3.02755292192158,-2.41067221037766
"ENSMUSG00000025574","Tk1",-0.743697759863799,6.82376254201606,473.106214908897,6.75831340035758e-105,8.04008897594812e-104,7.17251991603259,7.12816246568323,7.14299531614882,6.44775647418997,6.39059734167831,6.34058239543548
"ENSMUSG00000022885","St6gal1",1.22218596674768,4.76595010658674,472.783469590458,7.9445471597762e-105,9.44057482584529e-104,4.08016958033414,4.2182238368008,4.13006574530371,5.28505770808751,5.12658678555207,5.2346142164677
"ENSMUSG00000038605","Samd10",-1.39428373910158,4.65368080841109,470.732063451899,2.22058100449426e-104,2.63574405170639e-103,5.21187023160934,5.15293397861519,5.15667422595811,3.92783276355929,3.81019393339641,3.56925300168775
"ENSMUSG00000102918","Pcdhgc3",0.924282232050112,5.54963720335776,469.408227313497,4.31065189005199e-104,5.11078308459279e-103,5.0810107461277,5.09209368675693,5.10696760308911,5.94645353785145,5.86971671678446,5.90846159650913
"ENSMUSG00000030257","Srgap3",0.958520102254954,5.42610638061473,469.357163759352,4.42236705423885e-104,5.23730324556861e-103,5.04094672004877,4.98142761755774,4.98569268239285,5.79507745650134,5.71191191264165,5.78214743581108
"ENSMUSG00000024201","Kdm4b",1.18873022289002,4.8520658631695,468.394515536067,7.1636627953548e-104,8.47416788752196e-103,4.24441322107921,4.29478628843794,4.36810391981611,5.24560434595595,5.26716895549327,5.28977494629617
"ENSMUSG00000024781","Lipa",1.0980423517661,6.02601049349315,468.349420644096,7.3273710575559e-104,8.65804149001723e-103,5.33736487291858,5.31636895894283,5.51023605446678,6.47667007016389,6.42352218291108,6.52992393978443
"ENSMUSG00000025558","Dock9",-1.16237240200298,5.15370046668736,468.25989754085,7.66353623128418e-104,9.04504631401511e-103,5.65568016341942,5.67750681981886,5.68301744318143,4.19303617192596,4.25871558096461,4.3697931251964
"ENSMUSG00000033557","Fam20b",-0.867221745563521,6.67516281030938,467.528636554701,1.10549926852491e-103,1.30331890114721e-102,7.02491770614661,6.99206830994465,7.08897135622561,6.18954461755223,6.19520113138416,6.15440142724157
"ENSMUSG00000039347","Atp6v0e2",1.07138013866901,5.80416694903318,467.421098523108,1.1667015841544e-103,1.37392563380342e-102,5.15544843583478,5.12138543177331,5.26186524699987,6.24821425972196,6.20688711981772,6.2958446646532
"ENSMUSG00000038143","Stox2",-8.11488353454361,3.52369595814217,467.314256217936,1.23086303702717e-103,1.44785450950983e-102,4.43783383656125,4.59124835293273,4.35963923286391,-3.11969130572172,-3.77645651018258,-3.77645651018258
"ENSMUSG00000001420","Tmem79",-1.94655145016637,3.39048966112312,466.566080010978,1.79069074348762e-103,2.10401137974993e-102,4.1062889669902,4.04255489911305,4.04463625469661,1.99486308959895,1.98057167934285,1.78217984950034
"ENSMUSG00000021236","Entpd5",-0.985126205914475,6.21053665962782,465.429303473148,3.16516203097387e-103,3.71480732088178e-102,6.60237072940633,6.59163645094991,6.65803078929298,5.58605693412415,5.5160353376133,5.72991848369154
"ENSMUSG00000021911","Parg",0.976037226322428,5.59083018057879,465.263479044936,3.43938913457869e-103,4.03213492160183e-102,5.08364253390311,5.10974000305181,5.13864669856038,5.91661872351952,5.93440792477278,6.02842206258857
"ENSMUSG00000034171","Faah",-2.26520695579946,3.28773438167629,465.096976909648,3.73864463988172e-103,4.3780616034588e-102,4.08805516828659,4.06684908936393,3.98718112372323,1.59364018141172,1.00700499745326,1.1944157927623
"ENSMUSG00000027859","Ngf",-1.53435469502671,4.1877809720442,464.323954360989,5.50723458954496e-103,6.44192613608337e-102,4.7933648714239,4.81211875439762,4.72295608770154,3.12068065202039,3.17975409992267,2.94446639075791
"ENSMUSG00000039782","Cpeb2",-1.38833916862129,4.67655057369888,463.852261270737,6.97557791583821e-103,8.15037111617302e-102,5.21787215895771,5.33524301778231,5.1402949050297,3.77659808222342,3.59583986754593,3.64752491559049
"ENSMUSG00000056413","Adap1",-1.80221126828937,3.86692343673913,463.711620213206,7.48489272340882e-103,8.73571258878116e-102,4.59551096783629,4.49157600930331,4.50999662479294,2.65530808339382,2.40253882745321,2.25187901496074
"ENSMUSG00000058656","Samd12",-6.49558891603662,3.45453789117032,463.352535354078,8.96039935759144e-103,1.04461493178869e-101,4.41920110218974,4.4084652491661,4.35680659786926,-2.32775044473143,-3.77645651018258,-3.77645651018258
"ENSMUSG00000036403","Cep135",-1.11931362684202,4.95420046712471,463.294695018784,9.22389239522456e-103,1.0741371466697e-101,5.39994288888756,5.45627849199175,5.36836809268338,4.26425735501171,4.26245343056602,4.19950069466777
"ENSMUSG00000051343","Rab11fip5",-0.80128799378291,7.96167522176084,463.211195878349,9.61800079052675e-103,1.11878722528916e-101,8.31142271963264,8.32006836203537,8.30389200050803,7.54595291459001,7.43662126706016,7.4878679389914
"ENSMUSG00000033088","Triobp",0.840548046838647,6.09506578952324,462.87424829821,1.13870016760707e-102,1.32309123803312e-101,5.72811629780658,5.67947759903228,5.73302681565719,6.41896109512663,6.42352218291108,6.37899539601654
"ENSMUSG00000039474","Wfs1",-0.903112634751137,6.61178554163742,461.991978829659,1.77175752078177e-102,2.05637799169227e-101,7.00700590336061,7.01644082232228,7.00642917384888,5.99674917789251,6.01416853204224,6.10399463372879
"ENSMUSG00000028641","P3h1",1.44538458943333,4.08703574357625,461.219649643317,2.60900671207012e-102,3.02477201203345e-101,3.44063178562505,3.25592010608739,3.25341667680014,4.59830526869179,4.63826084725277,4.60118226649211
"ENSMUSG00000084957","Bbip1",-1.01208441298252,5.84130979502633,460.917007995158,3.03623174983522e-102,3.51618475542311e-101,6.3093280465044,6.25684235825724,6.1551977497628,5.28350011633088,5.24655785870476,5.23240747783307
"ENSMUSG00000001829","Clpb",0.853537738189683,6.11533442277024,460.557353821952,3.63581357859003e-102,4.20589307781868e-101,5.70180545721451,5.67652041973063,5.71323059895301,6.44984105853263,6.41934280410162,6.47358362162686
"ENSMUSG00000026031","Cflar",-0.964033367947995,5.53893602097136,460.39592532952,3.94213195049318e-102,4.55520743815817e-101,5.93827851986784,5.99487483814674,5.9278804037327,4.92236952149411,4.89578525567147,4.94094537185764
"ENSMUSG00000074622","Mafb",-2.75208374487955,2.91310907859385,460.363173529813,4.00736131509557e-102,4.62547581121671e-101,3.68551231758386,3.68660743933381,3.80798184661192,0.323110116394856,0.689254920988576,0.481865294978903
"ENSMUSG00000033237","Arid2",0.845574827483285,7.07156827023524,459.982151118242,4.85037695054918e-102,5.58650738412759e-101,6.60420484188162,6.59215962411067,6.58910228397049,7.47300729631594,7.3271100482513,7.49432860189261
"ENSMUSG00000001473","Tubb6",-0.77779944038712,7.23008584946758,459.982042812795,4.85064018738368e-102,5.58650738412759e-101,7.55114838367852,7.51062980763848,7.5800792995919,6.81314628153358,6.86267306032311,6.76715804587731
"ENSMUSG00000073678","Pgap1",-1.5807208559216,4.10172929567252,459.687189467908,5.62295088493891e-102,6.46886514444235e-101,4.73764034489912,4.78125142602442,4.60854397558841,2.92677338413141,3.00336041796197,2.80886851071547
"ENSMUSG00000054619","Mettl7a1",2.4418762863257,2.83072545715389,458.945327740374,8.15467637970428e-102,9.37116432701692e-101,1.76991294031937,1.91874554449927,1.83850284317204,3.39329665533886,3.28640414349773,3.58317416217518
"ENSMUSG00000067148","Polr1c",0.886224237091759,6.6243333361972,458.882122404622,8.41707841683155e-102,9.66210459932122e-101,6.08668839913157,6.00197944532624,6.1625156746205,7.06237427115656,7.05166058989555,6.96719022570592
"ENSMUSG00000003526","Prodh",2.29885810282833,3.48676805601133,458.851702353227,8.54636303446011e-102,9.79976720786012e-101,2.57149586290732,2.24044366910355,2.30612704001948,4.18971378329567,4.18184987548827,4.0695544396096
"ENSMUSG00000040829","Zmynd15",-3.06612906401978,3.02949981889413,458.549981791654,9.94125792574803e-102,1.1386764685411e-100,3.92739358275849,3.95089151701233,3.77015913071352,0.0574967788584086,-0.204992888207715,0.0320935297383124
"ENSMUSG00000025104","Hdgfl3",-8.24988442271147,2.14673627811248,458.227659859429,1.16838155109985e-101,1.33680726322015e-100,3.17048595046131,3.02742723117728,3.00831792011496,-3.11969130572172,-3.77645651018258,-3.77645651018258
"ENSMUSG00000047881","Rell1",-0.98258867305822,5.74746329978576,458.186942093497,1.19246503695345e-101,1.36287297727791e-100,6.12870794440043,6.16769097499234,6.23063181882362,5.11683138157158,5.05942077848521,5.13535699817711
"ENSMUSG00000024135","Srbd1",0.855341372279505,6.02932219377877,458.085023085957,1.25494642182626e-101,1.43271909379489e-100,5.58778085239892,5.63141956596674,5.5956120018767,6.32971192043922,6.3630093582714,6.40372054516248
"ENSMUSG00000026349","Ccnt2",-1.27223952477784,5.79851811607961,457.798930368292,1.44838661414641e-101,1.65176029014147e-100,6.32553914340171,6.4094995629432,6.15193338565738,5.02474022292872,4.93846678013902,4.96373858819712
"ENSMUSG00000048379","Socs4",0.953941968913586,5.89089938242729,457.061132560741,2.09625439890528e-101,2.38799644201734e-100,5.40731508455318,5.4389324461966,5.25275165674189,6.27275809619414,6.26487000068753,6.31265375080152
"ENSMUSG00000057637","Prdm2",-1.21730883188249,5.3625494456298,456.907596804355,2.26389611005101e-101,2.57616612783957e-100,5.90220671656445,5.89070155109821,5.77288541819869,4.46997755253107,4.62960412254085,4.55777850561404
"ENSMUSG00000027506","Tpd52",-0.720862355541591,7.00989157781091,456.608331845433,2.63016328247362e-101,2.98970460414944e-100,7.32904757387458,7.32921180824931,7.33944719511947,6.57034444745579,6.59340364427093,6.5850115379829
"ENSMUSG00000032741","Tpcn1",0.809407748205852,6.64516655237537,456.506316075449,2.76811076318177e-101,3.14309670062364e-100,6.26827420857697,6.26342675272303,6.26880437435821,6.95834643507968,6.8967425171309,6.99316448428107
"ENSMUSG00000025060","Slk",-0.97304365074243,8.51971344512887,456.319615958328,3.03957819560248e-101,3.44759958068931e-100,8.88877015352294,8.97228366171936,8.84986117510651,7.97466990289335,7.92694702631005,8.05432466387807
"ENSMUSG00000009563","Tor2a",-0.908448312514773,5.88312283075658,456.132718226326,3.3379991220832e-101,3.78198190574556e-100,6.26595882161401,6.21872642901716,6.29715468484377,5.3755635818643,5.32550668451261,5.33880706399441
"ENSMUSG00000005973","Rcn1",-5.24314056706629,3.30529711332946,455.656665121942,4.23726476017453e-101,4.79566754316401e-100,4.22785376355912,4.23440115911529,4.26611702172568,-2.32775044473143,-2.5370398975748,-2.65022835570159
"ENSMUSG00000021913","Ogdhl",2.40384247058802,3.22569150796315,455.407501690675,4.80074911503568e-101,5.42754238502252e-100,1.95377026437022,2.21892434138913,2.31782663812109,3.87916167960344,3.91365036980661,3.83080841159414
"ENSMUSG00000038976","Ppp1r9b",0.856607572560447,6.21859784913924,454.050484366061,9.47603765185169e-101,1.07016869662606e-99,5.75560716586112,5.72789192863921,5.84136033422648,6.58937986237515,6.58968912698186,6.5281259289335
"ENSMUSG00000026277","Stk25",-0.96937604006856,6.40674631932657,453.548099245514,1.21887078761517e-100,1.37503860727836e-99,6.85470860991093,6.83782074805454,6.73531213797425,5.78520521980652,5.83499521197568,5.84054208453784
"ENSMUSG00000029471","Camkk2",-1.0587176329502,5.26151935946955,453.362289096535,1.3378099475692e-100,1.50759228644801e-99,5.68543902978411,5.76270073700082,5.72096143818583,4.58065692402684,4.53078552261717,4.50207852390898
"ENSMUSG00000035517","Tdrd7",-1.31793182119965,4.61466303335894,452.216485083317,2.3754708281179e-100,2.67406495694261e-99,5.0730864539032,5.16985585674811,5.19206723626664,3.74977597215543,3.73147321501821,3.64088474340549
"ENSMUSG00000038178","Slc43a2",3.45644481000879,2.53987388747339,452.093376588997,2.526627597429e-100,2.84116695139465e-99,1.44916589434034,1.04745566106626,1.08861599207436,3.49370458211992,3.02991881088895,3.20971345033737
"ENSMUSG00000020329","Polrmt",0.916102352810267,5.65610896702458,450.092120657306,6.88759467972227e-100,7.7367198178125e-99,5.23927467277937,5.14154144262819,5.15667422595811,6.09858118930172,6.00750207910289,5.97530761465113
"ENSMUSG00000033855","Ston1",0.876413874277161,6.2488712237963,449.140315417719,1.1097039360616e-99,1.24517583136429e-98,5.76137182164485,5.76734086676866,5.83221203052099,6.58369556318673,6.64657390248437,6.59792535948262
"ENSMUSG00000020044","Timp3",-0.722109339448933,7.30037317588809,448.065977580729,1.90114116735719e-99,2.13094720353987e-98,7.60801199265708,7.60903802221695,7.66095824341352,6.85149635255901,6.84533179530735,6.90931271145377
"ENSMUSG00000040532","Abhd11",-0.959820571782441,5.92275997879015,447.545937391352,2.46712252940164e-99,2.76238564281345e-98,6.33385325662845,6.30614597658502,6.27331794320294,5.34751292457529,5.40881533945491,5.3742674466824
"ENSMUSG00000071654","Uqcc3",1.61495853337971,3.94617535623418,446.931544065402,3.35661492359866e-99,3.75431641401222e-98,2.99706681840034,2.93806222925315,3.00831792011496,4.65962912509539,4.57954329676503,4.43840910438689
"ENSMUSG00000037536","Fbxo34",1.15844808398122,4.75508628772993,446.706252898119,3.75778457973705e-99,4.19853220547142e-98,4.10110278316192,4.1685741295522,4.22632126526518,5.24240096987641,5.11422904052244,5.21127337532453
"ENSMUSG00000071074","Yipf3",1.07280680788335,5.84164868204099,446.505125667734,4.15626721481051e-99,4.63880186267071e-98,5.17779004724753,5.21675060885742,5.27992151165367,6.41042329531063,6.21558990828616,6.23045379662737
"ENSMUSG00000071655","Ubxn1",0.872740532576635,7.48145978601662,446.394557152958,4.39305509704682e-99,4.89785876581291e-98,6.98112640288159,6.90252477064299,7.00462061208037,7.82290097567706,7.85882969414898,7.91697005025083
"ENSMUSG00000042744","Hectd4",-1.08286635216187,6.20283815142289,445.217189981608,7.92500640337264e-99,8.82626511030938e-98,6.71231876856154,6.68140333541814,6.60410978135636,5.61854202636271,5.33972983666498,5.46915617111955
"ENSMUSG00000034453","Polr3b",0.899758537143561,6.08930100527232,444.730196168219,1.01154587048134e-98,1.12538509224964e-97,5.61895839127163,5.62734152163804,5.61114668880833,6.42250365317774,6.40673152882485,6.52045928438997
"ENSMUSG00000033186","Mzt1",-1.44471177483713,5.17859501492456,444.510254846788,1.12941141143357e-98,1.2551813233862e-97,5.84285828535973,5.70968535191205,5.52671241280659,4.26425735501171,4.27360922237049,4.30826478972438
"ENSMUSG00000054855","Rnd1",0.928349150997064,5.72657265300762,444.46942548374,1.15275764918557e-98,1.27976880480634e-97,5.222655787488,5.20174493894004,5.23897240783936,6.18371127770255,6.06534992122824,6.08943737166793
"ENSMUSG00000035891","Cerk",1.95013727103191,3.50445515043593,444.426275055504,1.17795580745334e-98,1.30635798180392e-97,2.51801741529808,2.59805421461646,2.73049625658901,3.99408841476143,4.13368459387759,4.1181725888377
"ENSMUSG00000061048","Cdh3",-0.756350864446522,7.83561593435059,444.261856106986,1.27912242005854e-98,1.4170510704331e-97,8.18645767911654,8.10340427930672,8.18994304639756,7.40264759722321,7.39976099852726,7.42331219923283
"ENSMUSG00000023175","Bsg",1.08125762742848,9.10095135474339,444.177271336056,1.33450628712377e-98,1.47684421986245e-97,8.38727900969299,8.32605656241125,8.39420888245376,9.60324826541116,9.60630333496759,9.55051060327641
"ENSMUSG00000040097","Flywch1",0.916752681241763,6.43656842382508,443.780398845647,1.62814707598305e-98,1.79990197871875e-97,5.86826580133051,5.93426838636206,6.02742802611417,6.83244874216095,6.76328994231455,6.83817268597292
"ENSMUSG00000024369","Nelfe",0.843438413792605,6.38688412188113,442.186584138754,3.61879422567729e-98,3.99632455154173e-97,5.93245050522205,5.84138378378295,5.95903293058024,6.76763394877187,6.78163950662786,6.71555895303005
"ENSMUSG00000025185","Loxl4",-0.839364702605678,7.82575246037579,441.940269823054,4.0942165941042e-98,4.51658098247385e-97,8.23224529286678,8.09770452610899,8.18615817482379,7.42789483464592,7.31546259278034,7.33222534037236
"ENSMUSG00000033417","Cacul1",0.755262246003198,7.43918981357313,441.32363387895,5.57665073876208e-98,6.14546911411581e-97,7.01461113097954,7.04155810709944,7.04213229769534,7.74355351997813,7.74421303509353,7.7925557339934
"ENSMUSG00000031953","Tmem170",-1.10252645144862,4.68829821248775,440.620727758236,7.93144193684016e-98,8.73125821627546e-97,5.11870962617359,5.1343751507897,5.11201604359886,4.04277776351156,4.01904706765871,4.00120781324104
"ENSMUSG00000000532","Acvr1b",1.24910174552265,4.52326388334502,440.61300279656,7.96220570293391e-98,8.7559171747915e-97,3.8887896734815,4.01160031228733,3.80798184661192,5.01162871579645,4.91491087815491,4.99010108195394
"ENSMUSG00000031537","Ikbkb",-0.985355978172012,7.02644538444281,439.486271506104,1.40040445487722e-97,1.53838764303354e-96,7.50428125248665,7.44900166612876,7.36751115501267,6.52492670786526,6.35602913697471,6.38397444157204
"ENSMUSG00000057672","Pkn1",-0.894875941758145,6.65315798839187,438.741997883828,2.03346565700381e-97,2.23148343429485e-96,7.04024081421416,7.07263320307646,7.04433467603634,6.17281495592142,5.9645504363561,6.09187380541968
"ENSMUSG00000018001","Cyth3",-0.897268156358884,5.76304343133224,438.672690148439,2.10533386463772e-97,2.30793091402014e-96,6.15584769687361,6.1542907068156,6.19459805675943,5.17174980995685,5.12042114464468,5.20903061630438
"ENSMUSG00000038244","Mical2",0.878181262903892,6.37450872233078,438.564039368533,2.22314474946142e-97,2.43452953787778e-96,5.8939834901112,5.95800572271106,6.03807650033473,6.76037364185662,6.63940510798897,6.70405868875252
"ENSMUSG00000020400","Tnip1",0.891978496885626,5.8095564842247,438.348478948225,2.47675111300543e-97,2.70941561149988e-96,5.36683401131727,5.36493713912617,5.4329990081388,6.14563730851293,6.11477762397176,6.1746559088453
"ENSMUSG00000023932","Cdc5l",0.800412744551169,6.87294593756787,438.14381278959,2.7442647757681e-97,2.99892567197456e-96,6.44087261592533,6.35751769514522,6.44384267226232,7.18005992524906,7.20714437474124,7.28828626466447
"ENSMUSG00000037428","Vgf",3.01133311552522,2.05501170829993,438.001630544047,2.9469356554207e-97,3.21704581612089e-96,1.07893219907299,1.11890714819903,0.85163620920175,2.73951715325664,2.84286365891769,2.54291206223769
"ENSMUSG00000086567","Gm2830",2.00079998812331,3.54935585165625,437.887601089082,3.12024085602671e-97,3.40268765851496e-96,2.34454822681585,2.41145269218453,2.11819356647522,4.19303617192596,4.18579199645048,4.32285788676427
"ENSMUSG00000027259","Adal",-1.93993641990205,3.34202488424362,437.50945827241,3.77126926631194e-97,4.10836815286365e-96,4.0127241905497,4.03333806011611,4.02335781813937,1.65274746095802,1.70099327538247,2.03606063524735
"ENSMUSG00000040093","Bmf",3.86872738767928,2.66332354445766,437.339666292677,4.10621144604559e-97,4.46859954559785e-96,1.14089405655397,0.557981100064133,1.08861599207436,3.49370458211992,3.02112022497267,3.68350941813814
"ENSMUSG00000023020","Cox14",1.07163022612828,5.65696060666135,437.255867705937,4.28232243877055e-97,4.65541366682127e-96,5.06245256627951,4.94420875020503,5.02904115250808,6.19535446604321,6.13122498608124,6.03096365679927
"ENSMUSG00000048874","Phf3",-0.698963708904316,7.2793379183387,437.23188230175,4.33410657951069e-97,4.70682176150388e-96,7.58311888986409,7.62906120633774,7.57460395270476,6.85202187963898,6.8315587632471,6.90446974916302
"ENSMUSG00000027775","Mfsd1",0.758072861359347,7.17112037690616,437.059307029031,4.72562405105526e-97,5.12668996792721e-96,6.68268091128321,6.66905812484431,6.76017923631295,7.53224622221567,7.54340443631653,7.5151281535128
"ENSMUSG00000038342","Mlxip",-0.809790660384075,6.65491956811827,436.316533308529,6.856746777979e-97,7.43098157543086e-96,7.01426630717595,7.02344027211873,7.00190351128635,6.22161981905242,6.06427964839646,6.18781282385744
"ENSMUSG00000028716","Pdzk1ip1",2.09724280272337,3.20804038776098,435.934410535681,8.303944034826e-97,8.9900713651079e-96,1.98788846164992,2.16367838118464,2.24616209150864,3.91983408951282,3.87998253207237,3.78937739838178
"ENSMUSG00000026922","Agpat2",-1.00688061599228,5.11172837116414,435.631797062656,9.66376142980844e-97,1.04514378521348e-95,5.53395191872772,5.57325048291575,5.53174443645831,4.51314821795833,4.42469726871054,4.40352863011796
"ENSMUSG00000007338","Mrpl49",0.749242331159738,6.79681493000768,435.032210337721,1.30509619466853e-96,1.4100156926713e-95,6.29690730426187,6.29590536635735,6.34867689311736,7.15344612588654,7.20762915627769,7.14018866491291
"ENSMUSG00000019647","Sema6a",-2.42079820448678,3.25523382759268,434.374767296155,1.81439309466069e-96,1.95823518639203e-95,4.12429518737373,3.9767651513881,3.98351305573219,0.94425562422393,1.00700499745326,1.33268391693824
"ENSMUSG00000017677","Wsb1",-1.0726787638661,8.05244990620688,434.032689332661,2.15368888142165e-96,2.32203593198798e-95,8.48831082004813,8.55985914992214,8.30517826523978,7.48694735955147,7.44528001273366,7.51126523171127
"ENSMUSG00000018677","Slc25a39",0.72043717086661,7.73913457237095,433.833817700713,2.37939452135186e-96,2.56274498395397e-95,7.27997888819531,7.28232537117406,7.39262147201581,8.10097004989351,8.07084704275478,8.03482962747613
"ENSMUSG00000021823","Vcl",0.769247705981768,7.42491006818091,433.29567733386,3.1159497626257e-96,3.35260822866685e-95,6.99552235830499,6.98690530628066,7.00371548028042,7.7763165036711,7.77135661926881,7.7358489007205
"ENSMUSG00000032504","Pdcd6ip",-0.772831553610704,8.23933795254889,433.289898529983,3.12498675715185e-96,3.35887950314401e-95,8.52786145731094,8.54534348675053,8.5832921305949,7.82798538339139,7.79219261691069,7.87920846177389
"ENSMUSG00000075012","Fjx1",-1.70020793269528,3.50717295018009,432.894581135204,3.80967181870403e-96,4.09061069436026e-95,4.1062889669902,4.0608137872477,4.149837478761,2.38014917501848,2.42938806407101,2.2777907725403
"ENSMUSG00000022257","Laptm4b",0.784924359560773,6.34927838096154,432.715219297906,4.16797467871396e-96,4.47075070814103e-95,5.94408308593929,5.91097292374491,5.92310108644045,6.71544987998318,6.64012359255198,6.69527278675651
"ENSMUSG00000030824","Nucb1",0.848459694082968,7.79470103941066,432.692513202487,4.21567362381812e-96,4.51728630171463e-95,7.37703857565999,7.28718011662517,7.3333360701267,8.10185409019376,8.14814160837378,8.19156501606487
"ENSMUSG00000019979","Apaf1",0.974073477732292,5.61907819573628,432.49705540992,4.64951620147929e-96,4.97707414246285e-95,5.11099026837806,5.13867919612462,5.06419575816724,5.94152371809061,6.01416853204224,6.06670313053571
"ENSMUSG00000024997","Prdx3",0.686121117160765,7.09723440645898,432.268490550153,5.21379866880817e-96,5.57540942428526e-95,6.66477723850708,6.66508524174674,6.63833745655524,7.426131249661,7.42998906945797,7.46432001046803
"ENSMUSG00000017831","Rab5a",0.770603669428462,6.46193629171656,432.169224719209,5.47973051783147e-96,5.85380599909976e-95,6.06087638923182,6.05151661645588,6.01310668613843,6.73324531999715,6.81892269099253,6.82907400630199
"ENSMUSG00000041219","Arhgap11a",-0.732228873505138,7.42775311820266,431.33436359042,8.32654738919258e-96,8.88589445641765e-95,7.72893931895911,7.73471783106764,7.66640204457633,7.07818238795439,7.0634927725559,7.06312648410624
"ENSMUSG00000020412","Ascc2",0.710392216950765,6.86965702924486,429.77619682207,1.81802066042101e-95,1.93817294235719e-94,6.49969730234108,6.52469881334922,6.48268887174541,7.1850740258261,7.13659671766431,7.18080991758647
"ENSMUSG00000055128","Cgrrf1",1.19434865016215,4.52596070420379,428.928221381434,2.78074544933836e-95,2.96150804772363e-94,3.90375982449656,3.80326418816386,3.89255969295225,5.02287443022167,4.92437944239906,5.03384054276518
"ENSMUSG00000054662","Ano9",-1.69394364245749,3.93065265333748,428.92246689462,2.78877647303916e-95,2.96704277400884e-94,4.52173956448967,4.65072092991203,4.49461626783526,2.71199000653437,2.77121026620505,2.56412478399928
"ENSMUSG00000026927","Entr1",-0.816514208646336,6.57148301796041,428.016208196353,4.39200122437967e-95,4.66800617441937e-94,6.9435900495072,6.92138332599491,6.8690527148712,6.10741187487775,6.08659031164022,6.13089980758687
"ENSMUSG00000035569","Ankrd11",-0.874170519205717,8.20313169155046,426.793397313387,8.10607933382261e-95,8.60674893973518e-94,8.57561766132762,8.60838049603132,8.56821842055108,7.73217962943828,7.57981058292408,7.71070508843208
"ENSMUSG00000036030","Prtg",2.43653704795068,2.62813376870742,426.444378424645,9.65553104427395e-95,1.02415151471635e-93,1.7435282472271,1.91874554449927,1.61017494777726,3.25390543010767,3.11507360771634,3.20971345033737
"ENSMUSG00000029068","Ccnl2",-1.1772571343926,6.57290066906984,425.921719502898,1.25468635610079e-94,1.32948496579142e-93,7.05339045592997,7.12635755621964,6.86407414351128,5.96600606778247,5.89401593755729,5.83255145172106
"ENSMUSG00000000126","Wnt9a",1.31087859125679,4.23080904026877,425.918809633145,1.2565174439738e-94,1.33007898088591e-93,3.52824882750321,3.54245933545528,3.65035067516075,4.74132599142316,4.74364029167889,4.64994727157099
"ENSMUSG00000039130","Zc3hc1",0.903515182142354,5.93702338452529,425.658105006728,1.43189822784634e-94,1.51419621690135e-93,5.45890577633096,5.41547511621227,5.38792444594804,6.37283092630349,6.31702229244099,6.29690098973971
"ENSMUSG00000022353","Mtss1",-1.53984931790152,3.80539243148211,425.313971572111,1.7014319752191e-94,1.79740578693933e-93,4.38119777444012,4.45061902696624,4.41787486656678,2.66491107484784,2.58076659864423,2.58503011792556
"ENSMUSG00000018909","Arrb1",1.17363724007936,4.73828247015375,425.299617134383,1.71371623736801e-94,1.80855799284331e-93,4.1843784568683,4.09665259394569,4.29895362547493,5.17006487989494,5.16703110937103,5.12706587095298
"ENSMUSG00000028439","Fam219a",-2.15398428167982,3.33408433149266,424.99774186409,1.99362633283269e-94,2.10184028987164e-93,4.09067414846347,4.15163712227654,3.97614882232154,1.46762374875518,1.4618649358947,1.4738742013323
"ENSMUSG00000008976","Gabpa",0.720025769097762,7.02449947160255,424.653416584758,2.36912637011287e-94,2.49520965479996e-93,6.6019118367237,6.60050469503431,6.59932434615336,7.28886538791456,7.33289870176754,7.44181459280572
"ENSMUSG00000022673","Mcm4",0.671382429858604,7.6100812886523,424.439506873336,2.63722407432735e-94,2.77478380242543e-93,7.20097780143314,7.16414632875041,7.21358404287512,7.91254247612437,7.9401345403128,7.95961670791322
"ENSMUSG00000021180","Rps6ka5",2.59058811343914,2.11548800599068,424.185552515667,2.99517276837739e-94,3.14823932852841e-93,1.31225253267181,1.25199705438508,1.29210560554134,2.57609237273079,2.68471095535397,2.73597004727599
"ENSMUSG00000024683","Mrpl16",0.813021592986156,6.63063010954004,423.867316232553,3.51308146597414e-94,3.68891172189401e-93,6.06287840728415,6.03082516813575,6.12554910936212,7.0477679712492,7.00166062203179,7.0696306515034
"ENSMUSG00000023947","Nfkbie",1.26169672817271,4.72328693235753,422.537016271165,6.8428746295045e-94,7.17816177317461e-93,3.95640152863614,4.0608137872477,4.1167324300575,5.18682627743192,5.22373202034889,5.20903061630438
"ENSMUSG00000106918","Mrpl33",-0.952754868610563,6.11550588490094,422.349443556057,7.51736170201079e-94,7.8778037696047e-93,6.54956954811717,6.53833710785642,6.47683036799867,5.60488749771721,5.51290064244346,5.44934168135132
"ENSMUSG00000015839","Nfe2l2",0.786699464230644,6.6602448547447,422.286912495091,7.75668037529808e-94,8.12046868489956e-93,6.16705865899484,6.18652186551656,6.27031046685198,6.9964000556057,7.02054528352822,7.0199593288915
"ENSMUSG00000044433","Camsap3",-0.890268305005815,5.53782415523064,422.284641759167,7.76551284378494e-94,8.12159380235609e-93,5.93098981548046,5.93261684192383,5.95716392700413,4.967689314177,4.95241788982324,4.92736742794717
