"","GeneName","logFC","logCPM","LR","PValue","FDR","Fl_1_S1","Fl_2_S2","Fl_3_S3","Fl_gHira_1_S7","Fl_gHira_2_S8","Fl_gHira_3_S9"
"ENSMUSG00000026817","Ak1",5.33182705957556,4.7856172801755,3634.10709039797,0,0,1.55915487323115,1.14195898915563,1.72006094115489,5.79069813372452,5.63758536477766,5.79192062678797
"ENSMUSG00000064373","Selenop",5.19101966383761,2.45394208152353,1585.36337666607,0,0,-0.140325234753506,-0.247160899678291,-0.122450379994405,3.33433905142071,3.40612874866815,3.40653861672123
"ENSMUSG00000049097","Ankrd34a",5.1621626967263,3.37444211892214,2279.53001392338,0,0,0.38850225829991,0.166586140794076,0.85163620920175,4.29240934301667,4.35987978633711,4.32078217431379
"ENSMUSG00000040606","Kazn",-5.10773537933501,4.38053818420913,1609.42834486649,0,0,5.35490063665438,5.29210179496417,5.30365028633265,-0.689830891285685,-1.63810860769783,-0.502284092397089
"ENSMUSG00000018427","Ypel2",5.08966101223912,3.27329717487665,2468.62629878743,0,0,0.721547567504706,0.523287700280274,0.785766597127614,4.20953430793393,4.10898520550042,4.24399503123965
"ENSMUSG00000051457","Spn",4.9441774099361,2.91524582100247,1540.81856928278,0,0,0.16816048800288,0.413901981161347,0.401976745782947,3.84154958759818,3.72064494424438,3.91302157793284
"ENSMUSG00000039004","Bmp6",4.8423789037704,3.00219452185988,1499.56376795026,0,0,0.245407836065506,0.750257027388408,0.680955169051765,3.89556849437032,3.74756474359999,4.02179837685415
"ENSMUSG00000020241","Col6a2",4.83161312050047,4.03051593767957,3553.7582410977,0,0,1.20030396058683,1.14195898915563,1.59101846821097,4.98504271391206,4.95703844000886,4.94229616422681
"ENSMUSG00000006369","Fbln1",4.79597647498818,4.39032759972484,3770.57966866485,0,0,1.83383777919669,1.57356005640194,1.38401025805333,5.32346079772673,5.29845432767775,5.33572665455509
"ENSMUSG00000069806","Cacng7",4.73006238916244,2.66446242847642,1500.41723996408,0,0,0.318728431832487,0.657319905040056,0.214424120558135,3.56210790377072,3.57795273295037,3.53385081063107
"ENSMUSG00000054889","Dsp",-4.71703291016296,5.67440751568276,3551.82974877833,0,0,6.59823543104415,6.67104047122462,6.53625067595226,1.85084900084368,1.07659713865935,1.60247020335998
"ENSMUSG00000095115","Itpripl2",-4.58447154345404,5.59926686925294,3953.27524847047,0,0,6.47334698827002,6.562565775761,6.51988350865009,1.90046828061503,1.72286282443272,1.70788462348447
"ENSMUSG00000022996","Wnt10b",4.47763072262208,3.59995470452565,1768.97744301954,0,0,0.991946139803492,1.14195898915563,1.44928972166236,4.65240641953996,4.49310440210328,4.38377988155812
"ENSMUSG00000029671","Wnt16",4.43010948519981,3.53149869960039,1590.0251602106,0,0,1.29418734128411,0.779951627268275,1.16832529585089,4.46723600756017,4.32097832934739,4.48919782733408
"ENSMUSG00000000303","Cdh1",-4.42263767528363,7.1479808976873,8081.06607114328,0,0,8.10492567192383,8.04536732908643,8.0688149530807,3.52039873739772,3.57795273295037,3.51944305384415
"ENSMUSG00000026979","Psd4",-4.40885956701015,4.69878683376724,2070.83723697039,0,0,5.61895839127163,5.66860484535719,5.56403161444082,0.547341813406347,0.816748839971863,0.291495280287668
"ENSMUSG00000031098","Syt8",-4.37396853146797,5.65867432420814,3013.97628212687,0,0,6.6332378929052,6.60673197235638,6.45381842035248,2.09771030219291,2.21466615664559,1.89808759307844
"ENSMUSG00000053414","Hunk",4.36251146023972,3.96986670622826,2608.42574106471,0,0,1.7435282472271,1.25199705438508,1.68435422752145,4.89406995218875,4.84931916466981,4.86178138313088
"ENSMUSG00000026308","Klhl30",4.35880107149681,4.42147860883628,3727.7836661078,0,0,1.80860671127892,1.77868520410688,1.85465640825893,5.40164404671206,5.28932296309312,5.32022516981976
"ENSMUSG00000041642","Kif21b",4.25989914834277,4.14508999849478,3006.70876357451,0,0,1.6753749115211,1.74896425587071,2.09117909688871,5.03773364240602,5.00021098986306,5.0514724447599
"ENSMUSG00000017754","Pltp",4.25381983954819,4.49756969577323,3285.76916189145,0,0,1.90698675190992,1.93203181881935,1.85465640825893,5.48261094500046,5.32729226586174,5.41472771272377
"ENSMUSG00000028760","Eif4g3",-4.2452181024659,6.29541972973392,4491.91777113842,0,0,7.24513903660161,7.23587404734337,7.14463856484539,2.85308134148373,2.7177589184963,2.6980912885563
"ENSMUSG00000009614","Sardh",4.2198334995769,4.42589069647544,3638.45416045962,0,0,1.94221584317148,2.1179059889942,2.03558355612142,5.36086808574355,5.26902817197951,5.32541086015711
