"","GeneName","logFC","logCPM","LR","PValue","FDR","Cl19_1_S4","Cl19_2_S5","Cl19_3_S6","Cl19_gHira_1_S10","Cl19_gHira_2_S11","Cl19_gHira_3_S12"
"ENSMUSG00000075590","Nrbp2",0.246045062477096,3.69839568917657,2.20775186375012,0.137318655281883,0.229493158695354,4.15737119621391,3.19536591068098,3.3470433644547,3.78655923323961,3.80619916735879,3.63917536801741
"ENSMUSG00000027164","Traf6",-0.12755372447627,5.09270908438149,2.20773244062384,0.137320384500521,0.229493158695354,5.21056873785562,5.11442949277046,5.14552456309952,5.03735363057031,5.05550559012784,4.98055528973418
"ENSMUSG00000040771","Oard1",0.121216063059595,5.80063834398685,2.20725162230655,0.137363198982753,0.229528638903614,5.72864720175924,5.79476994740333,5.71433947787496,5.85035966489057,5.89291849715087,5.81423951001477
"ENSMUSG00000075703","Selenoi",-0.114656436499712,6.94896267456176,2.20677284739132,0.137405846373821,0.229563828804276,6.9121167728299,7.03391430008634,7.08757852755946,6.83998348957568,6.91539734947422,6.89137566504341
"ENSMUSG00000019897","Ccdc59",-0.184249185012087,5.39744068588994,2.20643669665701,0.137435798228281,0.229577800559149,5.86418367723682,5.26721888796729,5.29504806304593,5.33885245238692,5.23105186369764,5.26799155938868
"ENSMUSG00000025558","Dock9",-0.136930071886038,5.51896854639736,2.20531375964121,0.137535907726975,0.229708943422122,5.64682594114284,5.46196849477556,5.72377312111133,5.41267478120825,5.31914010727774,5.51005666225953
"ENSMUSG00000043702","Pde12",0.156769676875499,5.11401332329475,2.2034525147412,0.137702017188282,0.229950259230558,4.91940958016601,5.20395140565578,5.04039400644764,5.19431323999752,5.1404080840356,5.16738611895406
"ENSMUSG00000032060","Cryab",-0.134118841370853,9.47358028200751,2.20168785280504,0.137859714650029,0.23017745416681,9.36006450910908,9.61861473626783,9.52458549609222,9.42735666782786,9.45850086127558,9.43872247766296
"ENSMUSG00000025316","Banp",-0.128094839962163,5.43370834950034,2.19974474991489,0.138033592556915,0.230431589207259,5.63543013517122,5.43176613689675,5.51505131517183,5.33785548042003,5.35100553534096,5.30146518150306
"ENSMUSG00000036155","Mgat5",0.149920129689959,4.547862465637,2.19909021385126,0.138092218842167,0.230461839204917,4.42341556601118,4.50633511895701,4.6185637113274,4.48792399527639,4.62347165213055,4.62123262273591
"ENSMUSG00000042410","Agps",-0.121300047805787,7.11654063422509,2.19898810604079,0.138101367076101,0.230461839204917,7.01866109464735,7.24424352980089,7.29798158248866,7.08485518001112,6.99647254213056,7.02979854383242
"ENSMUSG00000077450","Rab11b",0.138790328844284,6.55758164135631,2.19881665600761,0.138116729476485,0.230461839204917,6.32719227746507,6.62423755492752,6.49261182413636,6.64419524242208,6.6077447471402,6.62497599609848
"ENSMUSG00000027829","Ccnl1",-0.282338883144821,6.99007058071743,2.19599289451989,0.138370022222134,0.23084826110922,7.71279016369637,6.67791597450345,6.72904864946101,6.93237585120897,6.78454364681955,6.80013942705413
"ENSMUSG00000055866","Per2",0.23737025927845,3.52582096696344,2.19505546156262,0.138454225532185,0.230952507342628,3.93992503643866,3.13951002340537,3.24591097103165,3.54532625987358,3.48012576072658,3.62084541164348
"ENSMUSG00000035834","Polr3g",0.180658981246037,4.27562831385083,2.1921983138981,0.138711218617981,0.231344902569574,4.09495331290901,4.32102830432761,4.27790584969209,4.34241288757886,4.37661799639403,4.22590953002328
"ENSMUSG00000059791","Nrm",-0.145713000892908,4.7489691017054,2.1894451349721,0.138959366273972,0.231722424487599,4.84880044386982,4.90844015051881,4.75363726746764,4.66371376479974,4.73897356230949,4.55760851724007
"ENSMUSG00000025393","Atp5b",0.151767319808521,10.4702770436192,2.18659534858341,0.139216745944525,0.232115220503931,10.1320782009515,10.470953129015,10.3612135761433,10.6071361714072,10.5998066833092,10.591815948076
"ENSMUSG00000037679","Inf2",-0.13513688596944,6.85831815439688,2.18513360528852,0.139348971422125,0.23229925726648,7.15359742464048,6.78019976589496,6.83053019255456,6.81297377194055,6.75533371636734,6.77342049052054
"ENSMUSG00000024194","Cuta",-0.133229586908226,5.6094605723894,2.18410819578857,0.139441811387832,0.232417589701913,5.66655453584769,5.78000389769296,5.68566268903838,5.46017668015425,5.53594657359197,5.50756459893112
"ENSMUSG00000027130","Slc12a6",-0.173918979871085,4.35714384712449,2.18255743472782,0.139582348269518,0.232615372433483,4.70539581737104,4.32729195716299,4.4032273971393,4.13766696762996,4.24713098521338,4.24996342059555
"ENSMUSG00000025931","Paqr8",-0.185812339052077,3.76712364632603,2.18230796403776,0.13960497125546,0.232616619293413,3.84087303149997,3.8501623930579,4.06349981942636,3.51035664103433,3.70261947631674,3.58347168157888
"ENSMUSG00000029387","Gtf2h3",-0.129625295130066,5.11725761926929,2.18006452700682,0.139808599987796,0.232919419124272,5.24970985729333,5.15196656481352,5.12351943526134,5.10689011921796,4.99541025419791,5.06093620774773
"ENSMUSG00000062421","Arf2",-0.136131226047656,5.8026763374059,2.17891025056095,0.139913499401622,0.233057668019556,5.72506774040158,5.93978858517973,5.93704997558711,5.75573828490678,5.72121103839704,5.72051371007078
"ENSMUSG00000041406","BC055324",0.125686099013584,5.41689183248663,2.17540792977892,0.140232327769862,0.233552164996823,5.3953219763291,5.39496658651982,5.37572135875352,5.49458042289154,5.45283608206312,5.38122083264446
"ENSMUSG00000026466","Tor1aip1",0.119600835244057,6.01552104524473,2.17503949058318,0.140265915457193,0.233571522858095,5.90113270964474,5.97910544179668,6.03292323412233,6.07937087326254,6.03785880029486,6.05511853431023
"ENSMUSG00000030019","Fbxl14",-0.128369399983927,5.86767939953276,2.17385859688024,0.140373629086889,0.233714290231718,5.88838792280631,6.00668643548715,5.89776897908281,5.8121042485762,5.77224434661102,5.81927217673376
"ENSMUSG00000017188","Coa3",-0.12660593211621,6.79523984868943,2.17361663761374,0.140395710539469,0.233714462410256,6.98276479998744,6.7343897583678,6.71492693977636,6.74540812503433,6.84611627247614,6.72704507631191
"ENSMUSG00000035311","Gnptab",-0.124158669939046,5.48425940478067,2.17280725338245,0.140469604133917,0.233800871867283,5.49115996546149,5.56362261594821,5.65859205897602,5.40698208555778,5.37546183735529,5.39071824385392
"ENSMUSG00000062054","Iah1",0.1529160386066,4.50928474333982,2.16984399012565,0.140740511339714,0.234192536525771,4.47972781216233,4.49803033118538,4.4265229564102,4.53913404571366,4.50285352567916,4.60267179193023
"ENSMUSG00000020453","Patz1",0.11181133659795,6.41613056732614,2.16975161726559,0.140748965670134,0.234192536525771,6.42419971855033,6.37646784410414,6.31607119582816,6.45164100437798,6.4844984414184,6.43674467366966
"ENSMUSG00000052632","Asap2",0.130159130790041,5.1662909920319,2.16939428379691,0.140781675618109,0.23421031578895,5.08214857512073,5.13421352135572,5.21108638546747,5.25049092728975,5.12125398584913,5.18932075902717
"ENSMUSG00000015149","Sirt2",-0.127362678005487,5.85776187763619,2.16798585405903,0.140910685050595,0.23438827230221,5.89875162234354,6.056550037227,5.85834048506585,5.76244131190524,5.82351041596089,5.72695512855554
"ENSMUSG00000023066","Rttn",0.166374239252381,4.68099615416533,2.16629077689343,0.141066126970378,0.234610133594464,4.77801577820754,4.36126422705493,4.71841663346353,4.71529560828091,4.74106637070628,4.72140869624233
"ENSMUSG00000026492","Tfb2m",-0.191477262128471,3.63513686114176,2.16551122221123,0.141137678336506,0.234670050443449,3.67268058303176,3.78339135908309,3.85036931842877,3.52444636655632,3.41345504694071,3.53044885426981
"ENSMUSG00000020196","Cabin1",-0.16146911769572,6.58115459163379,2.16541743311898,0.141146289508774,0.234670050443449,6.85143794161429,6.52759048543528,6.61256841119016,6.5274935058659,6.43299899517563,6.49325686223608
"ENSMUSG00000030105","Arl8b",-0.109568767513755,7.33101482830851,2.16283481791643,0.141383642410337,0.235027927683527,7.29399718540007,7.43757857694293,7.45223254968796,7.2768101441539,7.27447718061736,7.23730078381336
"ENSMUSG00000023008","Fmnl3",0.109099413826178,7.52705546007188,2.16009248827221,0.141636164848791,0.235410906064715,7.4438789118828,7.49504347739724,7.52358418090658,7.51793521054881,7.6029029535689,7.5738318228167
"ENSMUSG00000007594","Hapln4",0.191470877655542,3.25418830502121,2.15936134509558,0.141703576403244,0.235486143377418,3.28244421209964,3.11074962404059,3.29736315432376,3.26811033915454,3.33249220732736,3.213216886382
"ENSMUSG00000028633","Ctps",-0.121743206846197,7.48282438134186,2.15809028801075,0.141820853995883,0.235644212717535,7.37959011217123,7.64924764822504,7.55181272953247,7.468005156773,7.43950289991501,7.39122657190397
"ENSMUSG00000001150","Mcm3ap",0.11475470297516,6.48050634549957,2.15466134005273,0.142137779953968,0.236133909081471,6.41811633964018,6.41078991201531,6.48646715032617,6.48669631778126,6.49817421196942,6.57645943891024
"ENSMUSG00000058291","Zfp68",-0.115986049557587,5.76033245465351,2.15440767972823,0.142161256524677,0.236136020287943,5.88678687890103,5.75814719774651,5.84206984681838,5.7179212603066,5.66500311045004,5.676819878958
"ENSMUSG00000020085","Aifm2",-0.147850493375505,4.49259619072773,2.14951356924031,0.14261506713133,0.23685282271975,4.68343080201095,4.59466527229657,4.50156528794112,4.43109431390562,4.40329292328784,4.30839997916708
"ENSMUSG00000031753","Cog4",0.11584431258983,6.94240733401165,2.14667858442967,0.142878688681015,0.237253587669256,6.7859487296933,6.96528694289611,6.89689705188635,7.00483044556207,6.9823881612074,7.00704285101377
"ENSMUSG00000059327","Eda",-0.179311373293172,3.62102817243884,2.14582934476306,0.142957765039836,0.237347833479096,3.79038789243583,3.86315361418173,3.79177585742683,3.30122230707902,3.47510521527955,3.4392471863524
"ENSMUSG00000026664","Phyh",-0.163406802874709,4.13897311801628,2.14469077976633,0.143063858992893,0.237433357789619,4.22482420809419,4.16541365454895,4.30049772897865,4.04785007837758,4.06866140776743,4.00696538206117
"ENSMUSG00000069729","Arid1b",0.117167961928108,6.3137592440117,2.14455299952048,0.143076703662211,0.237433357789619,6.20916454029635,6.35670101546492,6.33123668308887,6.29248110624614,6.24670715424941,6.43674467366966
"ENSMUSG00000043131","Mob1a",-0.111019756025241,7.95821656195344,2.14446330861438,0.14308506586312,0.237433357789619,7.86365890533093,8.05301815375367,8.06983492436135,7.92930513420865,7.92028663034845,7.90141663936509
"ENSMUSG00000089832","Shkbp1",-0.138538310479938,4.87303193189621,2.14431828065871,0.143098588496677,0.237433357789619,5.1330065270287,4.86819540646204,4.89395088970849,4.76806039151745,4.78635639237013,4.749099119599
"ENSMUSG00000031924","Cyb5b",0.123666613492931,9.06960140264245,2.14136937878275,0.14337386085494,0.237852985387118,8.84304316309922,9.06903181718931,9.06418507360147,9.13480804786751,9.14091561667173,9.14366104028914
"ENSMUSG00000019808","Adat2",0.237745506269811,2.55882703630759,2.14090904446967,0.143416885618433,0.237887250298927,2.84151176673202,2.42681326451675,2.22174565341782,2.60480973342006,2.38621250313659,2.7395658405469
"ENSMUSG00000040865","Ino80d",-0.204320133312331,5.80944596312679,2.13731073034866,0.143753700237266,0.238408741160806,6.21937748025272,5.62338316265704,5.84687440647224,5.66325466636734,5.61566997373972,5.7867555170573
"ENSMUSG00000086316","Nbdy",-0.163278264556336,4.30557346373304,2.13570147755058,0.143904619923777,0.2386218194713,4.38989902874641,4.43851843121974,4.39799912274184,4.18500395813873,4.24713098521338,4.15761557860855
"ENSMUSG00000036534","Slc38a7",0.128844417130137,5.64115847113997,2.13492352670925,0.143977642018649,0.238672681830721,5.75521377180245,5.48876007947465,5.49804798019339,5.63998588222355,5.76917120386692,5.66680368943739
"ENSMUSG00000038095","Sbno1",-0.116792908711331,7.70352426320076,2.13459067960602,0.144008897342275,0.238672681830721,7.80468206924497,7.68016379001577,7.84671909621471,7.63253904058149,7.55879521793492,7.67806809148989
"ENSMUSG00000056531","Ccdc18",-0.20440548996205,4.29108443101833,2.13442257983228,0.144024685309478,0.238672681830721,4.75888837227065,4.17933076419945,4.27790584969209,4.10756519995577,4.21436532297842,4.07923014206298
"ENSMUSG00000043190","Rfesd",0.186947497474644,3.11247753868673,2.13418662489731,0.144046849535755,0.238672681830721,3.1445476407931,3.05899664698587,3.00583644613629,3.24702267220082,3.02418287860152,3.15708158935383
"ENSMUSG00000032185","Carm1",-0.108425300559316,7.10467318757718,2.13417954368272,0.144047514762983,0.238672681830721,7.14055698640606,7.18037002766217,7.18375763385974,7.00765429122838,7.07073899477787,7.03629653317836
"ENSMUSG00000033845","Mrpl15",0.116611391425405,6.18446572619516,2.13309649226302,0.144149300089981,0.238804121694478,6.12406960258017,6.20083609767385,6.08753083509871,6.23420001248753,6.19420859700593,6.25851360023089
"ENSMUSG00000018239","Zcchc10",0.156759056516812,4.3529253178684,2.13229960074315,0.144224243784088,0.238869202132359,4.44967921619583,4.24697103715154,4.21982814253037,4.48252115541449,4.29064500054056,4.39184300437513
"ENSMUSG00000021500","Ddx46",0.109511148484202,7.75126955789955,2.1320285237049,0.144249747234782,0.238869202132359,7.68956149972123,7.67157384145433,7.71522058104652,7.84374994485297,7.75226100031138,7.82566443069144
"ENSMUSG00000025486","Sirt3",-0.21866372186199,3.3552655163495,2.13196235881906,0.144255972925899,0.238869202132359,3.9150070363548,3.24913962557125,3.21651309517478,3.16395482135621,3.25259419630762,3.14430479834932
"ENSMUSG00000030530","Furin",-0.121303406883134,7.42476233633374,2.13124085749332,0.14432388121326,0.238944442288932,7.38923422368864,7.54829738191099,7.53880708732399,7.30667120280047,7.35934835690101,7.39088857218191
"ENSMUSG00000023353","Agap3",0.113636493771329,6.53520278336341,2.13049064525542,0.144394529974848,0.23902419547829,6.50573587589028,6.54112648792158,6.53609738965241,6.53360186547365,6.53783870608591,6.55670710645178
"ENSMUSG00000032410","Xrn1",-0.132535557346468,5.64607332703699,2.12986907304452,0.144453093989963,0.239083922410781,5.70975516585628,5.6067437363365,5.8903413996575,5.54123442717487,5.41924922694565,5.66568647476758
"ENSMUSG00000002968","Med25",0.111247792798569,6.42750306406536,2.12867688077694,0.14456549622835,0.239232724384107,6.46070913272296,6.41814439994062,6.30563892515448,6.46357336237203,6.47132224196086,6.43805393418075
"ENSMUSG00000039206","Daglb",-0.173858152601597,4.16079396839606,2.12643509441081,0.144777123160935,0.239545655468086,4.18368920142461,4.32102830432761,4.36086087091469,4.03314300223989,4.03834863817333,3.99633988706956
"ENSMUSG00000041215","Yeats2",0.13394763880574,5.85902188457697,2.12612730544107,0.144806205991503,0.23955650194674,5.95178084654136,5.68443068359716,5.82658684133299,5.89374548883242,5.90416867253903,5.87447029693055
"ENSMUSG00000039307","Hexdc",0.214768968589282,4.60195576511129,2.12582552136455,0.144834727812778,0.239566417103916,4.94886306598648,4.25027121569025,4.19592621216065,4.67006522444585,4.78635639237013,4.58623284086564
"ENSMUSG00000036880","Acaa2",0.170730530041249,5.43448934426445,2.12248121928316,0.145151224171358,0.240052584422741,5.09051857295536,5.55430763507066,5.36236152260054,5.51589385583889,5.50055946114529,5.53596667653542
"ENSMUSG00000019822","Smpd2",0.153282927337434,4.26179300060027,2.11969625326052,0.145415381140309,0.24040727756287,4.33928855060331,4.25356386226552,4.10900601606878,4.19824835387036,4.36580837741886,4.29111619365776
"ENSMUSG00000042613","Pbxip1",-0.148573543755977,5.40164037651687,2.11953788880044,0.145430418448041,0.24040727756287,5.39081070700878,5.52327078061758,5.58573484265981,5.21074406465708,5.38753625806948,5.28555292210621
"ENSMUSG00000025200","Cwf19l1",0.119116018617691,5.5677220132748,2.11948214351494,0.145435712091915,0.24040727756287,5.5418880182579,5.53819782261839,5.44199616473152,5.63836721971734,5.63830345990433,5.59584648067271
"ENSMUSG00000034902","Pip5k1c",0.121573631849809,5.81535042825981,2.11879586238533,0.14550090002615,0.24040727756287,5.76483356329799,5.8749917979921,5.69421910073747,5.86358223165686,5.84215320741844,5.84417549328757
"ENSMUSG00000040560","Wdr7",0.12992681707828,5.32032288084917,2.11868201134738,0.145511717603816,0.24040727756287,5.15578583509669,5.26721888796729,5.48947056811276,5.34581203178961,5.25760912486486,5.3839407645402
"ENSMUSG00000011158","Brf1",-0.222156801488775,5.5471823686871,2.11866674794384,0.145513167927866,0.24040727756287,6.12610664299592,5.34490784740928,5.41765997758511,5.46383700479637,5.32473272224591,5.41618614434499
"ENSMUSG00000053436","Mapk14",-0.110642291671387,6.80639252327667,2.11855331958084,0.145523946367519,0.24040727756287,6.81444046317776,6.92093450579074,6.88433311435267,6.75514957796511,6.7154437738285,6.73718490304439
"ENSMUSG00000027695","Pld1",0.177743443253159,3.2896632146333,2.11778332019017,0.145597138738131,0.240490831522411,3.28244421209964,3.24913962557125,3.24591097103165,3.39239268472623,3.27587725905047,3.27313010645565
"ENSMUSG00000004642","Slbp",0.121860210092468,6.4788914445415,2.11624364260424,0.145743617423309,0.24069539178125,6.31176346285803,6.48480314390992,6.41838153177167,6.59580807400019,6.52149488604681,6.5237901481993
"ENSMUSG00000047187","Rab2a",0.124547633574619,7.04858823858051,2.10782956805898,0.146547039235025,0.241949643909915,6.83284994320628,7.10033947960079,7.09527101372414,7.0768105190363,7.07447831563757,7.0947435425488
"ENSMUSG00000002222","Rmnd5a",-0.121875554494586,6.28659419056886,2.10781342628399,0.146548585332308,0.241949643909915,6.27061330967418,6.38924740196322,6.48215025356248,6.19729733276454,6.11250367340212,6.23911655069922
"ENSMUSG00000023963","Cyp39a1",0.182347753771519,4.04457892413917,2.10705438841785,0.146621308548043,0.242032132117337,3.80402427328426,4.10472080110233,4.1249165287767,4.10522345435675,4.05189967062573,4.05894977011906
"ENSMUSG00000015342","Xk",0.179784058658167,3.77153155953083,2.1065554131237,0.146669137413623,0.242073507256941,3.68009437318643,3.78339135908309,3.75952493602443,3.85784230054865,3.79011806678218,3.74874475429332
"ENSMUSG00000074862","BC025920",0.195057516315651,3.40025396397361,2.10521747949915,0.146797470828052,0.242247719550823,3.66895935195841,3.08879670416486,3.18042617378792,3.53839981806078,3.43946351652502,3.35857824131024
"ENSMUSG00000074165","Zfp788",0.193667887168486,3.665987802339,2.10298282029084,0.147012099965742,0.242564262379472,3.95528302738195,3.35715869576149,3.40552840924556,3.69297757907112,3.6853341626472,3.7821195526953
"ENSMUSG00000081534","Slc48a1",-0.112007322451217,7.79961391459117,2.1020710251406,0.147099775546338,0.242671271045572,7.77772379294054,7.91895110741361,7.8610390458383,7.693434915797,7.79242116864848,7.74386163733382
"ENSMUSG00000020553","Pctp",0.122079938330999,5.26902954556266,2.1014304467362,0.147161406996484,0.242735288041045,5.26334726974732,5.15196656481352,5.18855279583288,5.31979115975248,5.31071032388936,5.36479266696656
"ENSMUSG00000014554","Dguok",-0.178092911604669,4.53625911138669,2.10071801147584,0.14722998617961,0.242784502923793,4.94732778273059,4.45291219830588,4.45700986907605,4.40848039351534,4.35764767759033,4.49859758189442
"ENSMUSG00000106990","Gm42547",-0.1926146347153,3.07032554104959,2.10064614475077,0.147236906089481,0.242784502923793,3.32562851583811,3.16770826717744,3.07953368209178,2.96652950915896,2.73598721481661,3.07866633128479
"ENSMUSG00000026112","Coa5",-0.122057441772102,6.90167735017063,2.09907780903879,0.147388009587171,0.242995983558136,6.79920144886476,7.04393253626179,7.02959594883542,6.89151284026498,6.82160388530228,6.80369871099434
"ENSMUSG00000024454","Hdac3",-0.112366457870266,6.52983655204559,2.09820345427682,0.147472326499276,0.243097305843016,6.61323981553198,6.56517578262163,6.52714535376787,6.4978971550181,6.4757276929653,6.49514493326625
"ENSMUSG00000036104","Rab3gap1",-0.113946736134989,6.41796698700783,2.09740367404808,0.147549499621628,0.243186822531988,6.42530303675432,6.5200911920119,6.57773256479088,6.32000478711158,6.35178739010993,6.29220529890844
"ENSMUSG00000071528","Atp5md",-0.225517940253268,6.21025241634314,2.09316993042792,0.147958786053848,0.243823606213641,6.7410202580241,5.97212701029919,6.11885340485808,5.9780691820695,6.24965014177918,6.03622394034326
"ENSMUSG00000031901","Dus2",0.173272882644625,4.31338397203679,2.09012805059617,0.148253643445815,0.244271652371057,4.49871943530027,4.12643454701473,4.17773625016621,4.42734985735616,4.40064751591131,4.18594585254052
"ENSMUSG00000062300","Nectin2",-0.132394993811891,5.86432933369798,2.08955403010002,0.148309359150366,0.244325596468628,5.88438197665621,6.0241426300896,5.96383539717374,5.65126595264305,5.88442291660485,5.75243699812278
"ENSMUSG00000073702","Rpl31",0.107306970931043,7.68140451340295,2.08655418094135,0.148600916188233,0.244767989892452,7.6252453317508,7.6163762232709,7.54739214698046,7.79953456330041,7.75226100031138,7.73056685382053
"ENSMUSG00000004096","Cwc15",0.12003663964476,6.62656439938968,2.08582861928544,0.148671531131316,0.244846377892274,6.49684224925188,6.61082094299329,6.61707528318908,6.67531156559713,6.63782138895754,6.71251213982143
"ENSMUSG00000074282","Zfp94",0.20044175774527,3.05315187247183,2.08374806658684,0.14887423022956,0.245142236646197,3.20232762532687,2.82230267110948,2.93540674018615,2.89241401050822,3.25259419630762,3.15708158935383
"ENSMUSG00000007656","Arpp19",-0.10998262257076,6.92772192345929,2.08284095405405,0.148962703942439,0.245230604991778,6.91486873815861,6.99017313823597,7.01728829892984,6.88674874483128,6.87546814369716,6.87600128598949
"ENSMUSG00000046731","Kctd11",0.159081206635869,4.47907908328023,2.08271048096053,0.14897543430499,0.245230604991778,4.39666491794682,4.41812280630678,4.43930422116218,4.49866935095228,4.57736481514584,4.53576129658986
"ENSMUSG00000005846","Rsl1d1",-0.111865989815789,7.38509661821628,2.08248867332645,0.148997079072022,0.245230604991778,7.34968381751605,7.48981777597296,7.44306026541933,7.38259945297476,7.28347974314379,7.35321665229026
"ENSMUSG00000041168","Lonp1",-0.108005218564053,8.35837551194357,2.08206332245414,0.14903859624384,0.245234120585595,8.39527241031908,8.40821239393573,8.41229299813242,8.29893368730842,8.32281102446005,8.30813494448809
"ENSMUSG00000025509","Pnpla2",0.147414929089221,6.53857976831616,2.08199426742794,0.149045337722842,0.245234120585595,6.32778241085421,6.62868217469607,6.47905882817092,6.54789863022184,6.63557320064021,6.59183362255441
"ENSMUSG00000028792","Ak2",0.120966867248676,6.81023600448693,2.08113177704081,0.149129567158094,0.245334748941703,6.62385077653025,6.84983720590925,6.72122032665502,6.91108390579407,6.87927365158764,6.85557052548359
"ENSMUSG00000074746","Pdzd8",0.11278136623512,7.62232690127957,2.0798163770508,0.14925813062068,0.245508269299352,7.47431384265787,7.53955712446265,7.72177426651671,7.63842174049772,7.65238916374074,7.692401902451
"ENSMUSG00000071757","Zhx2",0.164102343498372,3.86831695735063,2.07860334155868,0.149376800293313,0.245634580286017,3.79722219421632,3.83265676293038,3.8769193038302,3.94684639673297,3.86111204293213,3.88554518487527
"ENSMUSG00000032113","Chek1",0.11895073641797,5.89360772584766,2.07855920567363,0.149381120059213,0.245634580286017,5.83376143837005,5.8631853380824,5.83047319839024,5.99397854165147,5.877780481278,5.95258314896175
"ENSMUSG00000058900","Rsl1",0.189253957316262,2.83398332184728,2.0780010693919,0.149435759404035,0.245635125087074,2.94360482982085,2.68271938179016,2.78330942687565,2.86499353957014,2.76918107164147,2.9228019509429
"ENSMUSG00000024442","Dele1",-0.114449174028176,6.11884559115527,2.07785264105203,0.149450293756391,0.245635125087074,6.25083475615264,6.20168867530508,6.10207195430212,6.08413504435616,6.08393223400755,5.97350094305446
"ENSMUSG00000024357","Sil1",0.135389938718391,4.92274666150965,2.07784799758924,0.149450748477842,0.245635125087074,4.75010955093261,4.92917910931472,4.97869307245654,4.97459477787272,4.94908945553605,4.94415990061516
"ENSMUSG00000036646","Man1b1",-0.109651816320549,6.82546318894401,2.07660791647049,0.149572242183934,0.245796820179873,6.90817626525757,6.86013386520814,6.84020014727553,6.77296279262342,6.8412470004475,6.72275426238439
"ENSMUSG00000031523","Dlc1",0.110520232165274,7.0487625313078,2.07555448321871,0.149675537262334,0.24590189293552,7.00100959930313,7.01948076723282,7.12524180459226,7.0602831655343,7.00346350364524,7.0788842347236
"ENSMUSG00000071649","B3gat3",-0.132305972027868,5.54841552859575,2.07548422565931,0.149682429280762,0.24590189293552,5.84699579969565,5.5205401013717,5.49315284805632,5.40983124121504,5.47186327441938,5.50256752085466
"ENSMUSG00000038463","Olfml2b",-0.226967343420038,2.3990710043454,2.07146864839991,0.150076940180367,0.24651192182237,2.3957184431162,2.622871463939,2.77526684394911,2.07378478726897,2.27506010110134,2.18749160082962
"ENSMUSG00000015461","Atf6b",0.115787652857533,7.02469327658081,2.06990393493097,0.150230983882327,0.246696455690093,6.92777204789919,7.06937874254204,6.9585701033214,7.04386999574762,7.08563847587691,7.05646942018838
"ENSMUSG00000029063","Nadk",-0.108337548956245,7.01208758437535,2.06976131222215,0.150245033764737,0.246696455690093,7.0501141367488,7.09438389750984,7.02451585634774,7.00577234172078,6.96950432530945,6.9221093650815
"ENSMUSG00000026482","Rgl1",-0.186945006160156,3.20350686265198,2.06962075856033,0.150258881277481,0.246696455690093,3.24294198242563,3.32621921651651,3.52065186358929,3.04192864947881,3.09788833128787,2.93026423273497
"ENSMUSG00000030056","Isy1",0.153270359342057,4.44727681499421,2.06853337990906,0.150366059900106,0.246801464986534,4.3602078770369,4.32102830432761,4.4769823449626,4.54950601692475,4.4854821670502,4.4707225675276
"ENSMUSG00000029657","Hsph1",-0.118801850230928,8.91583700695234,2.06850094513888,0.1503692581952,0.246801464986534,8.8105846096228,8.96566711844075,8.97833867651439,8.93157225305233,8.8733737431184,8.92893558633002
"ENSMUSG00000069495","Epc2",0.117261826552268,5.93559079364128,2.06717975510933,0.150499602195339,0.246977279281673,5.80861495978077,5.94590751302617,5.95050484855649,5.95289486508287,5.92548933193471,6.02319790344042
"ENSMUSG00000090258","Churc1",-0.23737413900807,2.60723575845385,2.06560594784198,0.150655035360325,0.247157920466192,3.16582725104626,2.59198998912453,2.44095128211217,2.42120794822892,2.40745108460061,2.41728103067589
"ENSMUSG00000019992","Mtfr2",0.173457047012562,3.59143198966032,2.06559453389658,0.150656163293385,0.247157920466192,3.6235394122983,3.45192894410996,3.54450787092377,3.73599338137383,3.66783923505097,3.4804945931129
"ENSMUSG00000045659","Plekha7",-0.152554694043931,5.44370609567672,2.06333422661711,0.150879716637101,0.247486488773551,5.72864720175924,5.43756792463236,5.42923883212969,5.31371910355299,5.37006281886607,5.33979424647484
"ENSMUSG00000026017","Carf",-0.217462843391562,2.93495825429871,2.06094675572507,0.151116254667993,0.247836251101086,3.39484837580908,2.76807894713245,3.12454469516369,2.76172651479901,2.78549592529811,2.5874042179979
"ENSMUSG00000021645","Smn1",0.128508143922832,5.2624632299959,2.05960028442187,0.151249841004185,0.248017087006708,5.17427890741949,5.28180549246198,5.15175058312611,5.29020321953025,5.32612749507256,5.34119446997582
"ENSMUSG00000000976","Heatr6",-0.110616837879115,6.40509709709258,2.05898893537778,0.151310538381169,0.248078363420498,6.50782055019958,6.41887779090967,6.42610722989396,6.3504775454728,6.3476729612925,6.37314508859741
"ENSMUSG00000021258","Ccnk",0.11605444101045,6.05834238874606,2.05844314495706,0.151364750108622,0.248128989156018,5.95713069738727,6.01544093449339,6.00911700280201,6.12747343634272,6.15942191392779,6.07039578088154
"ENSMUSG00000025982","Sf3b1",0.110973009415772,8.72609373184246,2.05806623659363,0.151402200120323,0.248152126399432,8.60284532057092,8.6533578749336,8.73765661247613,8.7993918093773,8.73071958328778,8.82042415270154
"ENSMUSG00000029433","Diablo",-0.231496530233142,3.29978529239618,2.05746993904765,0.151461470296131,0.248211014814155,3.9087097039121,3.06650456700777,3.25171933870923,3.21697231599594,3.0913412845343,3.00283800737926
"ENSMUSG00000031839","Hsbp1",0.108962331201525,7.18295992661967,2.05716598639376,0.151491692378041,0.248222289175359,7.15459566993456,7.12031633643669,7.03844329303471,7.20344704845676,7.32871278064481,7.23466629560482
