"TF","Cl19_1_S4","Cl19_2_S5","Cl19_3_S6","Fl_1_S1","Fl_2_S2","Fl_3_S3","Mean_ Cl19","Mean_ Fl","Mean_TFChange","p.val","p.adj"
"Relb",-0.181845733151815,-0.372496621334189,0.371524124071413,0.365218168547127,-0.083551378727219,-0.00664918202955821,-0.0609394101381969,0.0916725359301167,-0.152611946068314,0.598090457818512,0.707497248882873
"Runx1",-0.429511763053514,0.594263581023323,1.35613387470753,-0.568755060099202,-0.773105341692462,0.289903128190608,0.506961897559113,-0.350652424533685,0.857614322092798,0.245721464578212,0.366692031755177
"Rxra",-1.26944401373774,-0.424603962770269,-0.696346012226147,-0.396381022672481,0.750142089746667,3.55008458328055,-0.79679799624472,1.30128188345158,-2.0980798796963,0.211580674676098,0.341034914739174
"Smad3",0.132535258268831,0.0119661572177433,1.97234199886181,-0.936063667039685,-0.943448045046639,-0.023128080934667,0.705614471449463,-0.63421326434033,1.33982773578979,0.156980296364803,0.281983124951591
"Smad4",-0.179309559852294,1.13041437828545,1.64017163413181,-0.582437723254866,-1.44372606413166,0.0057468803005394,0.863758817521655,-0.673472302361995,1.53723111988365,0.0926989707946154,0.219179619727032
"Sox10",-0.884764036055164,-0.136517110439635,0.645902719930329,-0.117893685181898,0.543340067489491,-0.460158457796395,-0.125126142188156,-0.0115706918296009,-0.113555450358556,0.842597855784135,0.901737538903545
"Sox2",-0.541495961070498,-0.0178950800098343,1.23863768251032,-0.0645372530255065,1.14764471254748,-0.839252784564037,0.226415547143329,0.0812848916526464,0.145130655490682,0.862064166434458,0.908915479827635
"Sox9",-0.339131421197869,0.37069776452806,-0.209925743488333,-0.510800206714598,0.315662435933437,0.471387463802771,-0.0594531333860474,0.0920832310072032,-0.151536364393251,0.708748923591879,0.818436257004907
"Sp1",-2.28576154852042,2.37236455156308,3.35816621317396,-1.32494526026875,-2.0121079428073,0.317162914260992,1.14825640540554,-1.00663009627168,2.15488650167722,0.344114699075691,0.483755446526697
"Sp3",1.23302431653796,2.88559684570074,5.30750858987617,-2.05705174562758,-3.45797594860214,-3.63899557342648,3.14204325070496,-3.05134108921873,6.19338433992369,0.0217017241662867,0.131566702758113
"Spi1",-0.203275559197877,0.901678082462053,2.58483437075304,-1.21552225299443,-1.13946019363418,-0.865229864471901,1.09441229800574,-1.07340410370017,2.16781640170591,0.113601933268372,0.22083832920678
"Srebf1",-3.22873997381014,-0.999985247591392,-0.626926465850471,2.07151234108798,1.96787622182019,2.11905579792942,-1.61855056241733,2.05281478694586,-3.6713653493632,0.0452440751157762,0.177794893173991
"Srebf2",-3.29293258398617,-0.122823359475272,-1.27639199770072,2.22466801091293,1.03998423295374,2.47751546426294,-1.56404931372072,1.91405590270987,-3.47810521643059,0.045823426075771,0.177794893173991
"Srf",-1.20069162817205,0.396091042058104,1.43388933178758,-0.779971840604379,0.0431017760040478,-0.484555662393307,0.209762915224543,-0.407141908997879,0.616904824222423,0.511058963655646,0.643801551618151
"Stat1",1.98071248436297,-0.385371545409949,1.50437649547924,-0.282757987369349,-0.79164165048396,-1.20340349603988,1.03323914481075,-0.759267711297728,1.79250685610848,0.118387557925284,0.22083832920678
"Stat2",1.26523771909837,0.237168320080295,-0.103440864719593,-0.807759577902066,-0.99193974931593,-0.22837415447705,0.466321724819689,-0.676024493898349,1.14234621871804,0.0900521440660319,0.218376449360127
"Stat3",0.428900734478974,2.08452913622537,2.21085938872439,-0.797942960201705,-3.4639232443795,-0.900403542565315,1.57476308647625,-1.72075658238217,3.29551966885842,0.0419415168681733,0.176883788530992
"Stat5a",0.220425919351112,2.52368841884119,2.60737775772322,-1.9534669668092,-2.33021706006788,-0.961102783124265,1.78383069863851,-1.74826227000045,3.53209296863895,0.0276867477274807,0.157977325268567
"Stat5b",0.00133795998319765,2.94876486591719,2.40848832495717,-1.80175079276186,-1.98709838332008,-1.2665659465276,1.78619705028585,-1.68513837420318,3.47133542448903,0.0549934217648204,0.186141691414841
"Stat6",-0.554706172136787,1.58046704817265,0.8925707305085,-0.547854069998882,-1.40855486768045,-1.01213502762245,0.639443868848122,-0.989514655100595,1.62895852394872,0.108065433149732,0.22083832920678
"Tal1",0.782806258410025,-0.273682106402033,2.63456229514187,-1.19844825352019,-1.5453170952588,-1.06730872699501,1.04789548238329,-1.270358025258,2.31825350764129,0.108421882092306,0.22083832920678
"Tcf7l2",-1.01923049736534,0.75229733159048,1.33314259088163,0.779595597668774,-1.25904623465048,-0.289733337839978,0.355403141702255,-0.256394658273895,0.61179779997615,0.54372687222797,0.654302259757346
"Tfap2a",-1.21614413257925,-0.143864469568774,1.77966669503318,0.934020008010046,-0.0908380846785817,0.21944440508144,0.139886030961718,0.354208776137635,-0.214322745175917,0.834999337060335,0.901737538903545
"Tfap2c",-0.0967594389706107,0.770014722186577,0.89562943406522,-0.354453397865233,-1.2495796060998,-0.395081725810681,0.522961572427062,-0.666371576591906,1.18933314901897,0.0498618408736932,0.186023021721086
"Trp53",0.48804221498896,1.24412536196381,0.292092941526215,-1.30637177577175,-1.90365347737144,-0.267183660646739,0.67475350615966,-1.15906963792998,1.83382314408964,0.0405193357409499,0.176883788530992
"Twist1",0.867556694294682,0.770034536734632,0.168021433139897,-1.54372432661746,-1.28891717582722,0.0395202860859287,0.601870888056404,-0.931040405452919,1.53291129350932,0.0715401012320677,0.188182572914636
"Usf1",-1.09961249529165,0.0515028956047226,0.18500885509173,0.628164511698021,-0.273918480995079,0.815841111570966,-0.2877002481984,0.390029047424636,-0.677729295623036,0.271386264159857,0.392902501843374
"Usf2",-0.038083445668807,0.592804639054284,2.80180672653076,-0.522203662105294,-1.08564760792559,-1.58926349231544,1.11884263997208,-1.06570492078211,2.18454756075419,0.113893363322438,0.22083832920678
"Vdr",0.0068799034266087,0.379011513224359,1.24140083981292,-0.386534052533833,0.0625079577848223,-0.296701057296529,0.542430752154628,-0.206909050681846,0.749339802836474,0.166725963872524,0.287239833226018
"Wt1",-0.573936273430431,0.624937436811671,2.18191354087686,-1.27892245486644,-0.884373555184452,0.00326229600355723,0.744304901419367,-0.720011238015777,1.46431613943514,0.200378268207362,0.32943545790024
"Yy1",-0.618783269401604,0.302399062561841,1.37971180763656,0.0805692816639549,-1.36553891255051,0.0881373323911365,0.354442533598933,-0.398944099498473,0.753386633097406,0.375342047989877,0.512791248662226
