"TF","Fl_1_S1","Fl_2_S2","Fl_3_S3","Fl_gHira_1_S7","Fl_gHira_2_S8","Fl_gHira_3_S9","Mean_ gHIRA","Mean_ Fl","Mean_TFChange","p.val","p.adj"
"Irf3",0.356682385504124,0.0665096384760621,-0.103660348634845,0.31998106929634,-0.111711215763471,-0.0605781677716542,0.0492305619204051,0.106510558448447,-0.0572799965280419,0.77955595328661,0.90450806680769
"Irf7",1.26007896206367,1.32348737378749,0.155523299573956,-0.58698902261311,-1.0971213516435,-0.379782367260498,-0.687964247172371,0.913029878475038,-1.60099412564741,0.0320172803689133,0.147889342656409
"Jun",0.797637294619377,-0.743440451966064,1.01459495782891,-0.204911756577712,1.45610169304123,-1.75751159782222,-0.168773887119566,0.356263933494073,-0.525037820613639,0.657766510439947,0.822564635962362
"Jund",0.970262809076888,-0.930257490998239,-0.461797176188695,1.42820527087546,-0.293623914127051,-0.894537038642461,0.0800147727019828,-0.140597286036682,0.220612058738665,0.818994744215894,0.90450806680769
"Klf4",0.227185473441184,-0.037413465749318,0.834071966456323,-0.345159062124256,0.307604204166014,-0.293833875316737,-0.110462911091659,0.341281324716063,-0.451744235807722,0.24843823327773,0.415491528067928
"Kmt2a",-0.0620734273031503,0.428288032964246,-2.28399700930153,0.102186446916563,0.455653313541194,0.279449758439388,0.279096506299048,-0.639260801213478,0.918357307512526,0.385861087574055,0.558634708875871
"Lef1",1.00656646674816,-0.333496541130772,1.46285562358484,-0.220882581109138,-0.236979884912837,-1.5093439668304,-0.655735477617459,0.711975183067407,-1.36771066068487,0.121274637073968,0.267355449913065
"Mitf",0.516851202661773,0.82139309313787,0.0445453801224675,0.07593581483436,-1.71668556612987,-0.403334378687925,-0.681361376661147,0.460929891974037,-1.14229126863518,0.154752495342443,0.306346776494223
"Myb",0.0757946820705171,0.427248320051381,-0.672855194187838,0.00788912290298655,-0.454304037393429,0.161521492360271,-0.0949644740433906,-0.0566040640219797,-0.0383604100214109,0.924334471133428,0.924334471133428
"Myc",-3.94633438185648,-4.35035786016077,-1.64149790610071,2.5128364939523,5.17134292563156,2.45228664853938,3.37882202270775,-3.31273004937265,6.6915520720804,0.00561756864974667,0.0681130198781784
"Mycn",-1.85359810538015,-2.63370153092831,-0.644528613113016,1.87955153368092,1.41592798417119,1.26006821778806,1.51851591188005,-1.71060941647383,3.22912532835388,0.0222056637917772,0.12409608869327
"Nfatc2",-1.53661468690674,-1.42003138129388,-0.755049157895634,1.20110562402881,1.25480436697493,0.976711725110457,1.14420723870473,-1.23723174203208,2.38143898073682,0.00553817043850788,0.0681130198781784
"Nfic",0.179281511842325,-1.42060830150337,0.17309378338022,1.49027632617546,0.468734332349046,-0.293929184906734,0.555027157872592,-0.356077668760275,0.911104826632867,0.286809518276468,0.456074152013399
"Nfkb1",-0.0215874893617768,-0.527193012910102,0.997596917508155,0.364161722631903,0.30496809922685,-0.954663494132911,-0.0951778907580525,0.149605471745425,-0.244783362503478,0.713737078868554,0.864319221412187
"Nfkb2",-0.792287724990701,-0.139320679829913,-0.222599719387262,0.858128204772236,0.0839158591351763,0.383270394970585,0.441771486292666,-0.384736041402625,0.826507527695291,0.0539559003753379,0.193752025557862
"Nr3c1",0.0122068591991849,0.201420934863489,2.01064731164042,-1.02212204360055,-0.298643563318483,-0.864950505789985,-0.728572037569674,0.741425035234363,-1.46999707280404,0.136258025320849,0.280837671130479
"Pax6",0.248117564135906,0.217545294854958,-0.465541337986213,0.309316930922508,-0.0708933176840842,-0.043361446993504,0.06502072208164,4.05070015504309e-05,0.0649802150800896,0.820772461542005,0.90450806680769
"Pax8",0.192668972304784,0.792454103094517,0.103877564650692,-0.964247337909837,-0.618629328164796,0.169929936858976,-0.470982243071886,0.363000213349998,-0.833982456421883,0.116790225738292,0.263457020851495
"Pgr",-0.574080945978874,-0.976779839854805,0.294669115006161,1.1008089482309,0.664294964803852,-0.131806580770979,0.544432444087923,-0.418730556942506,0.963163001030429,0.138042152534427,0.280837671130479
"Pou2f1",-0.576414929755913,-0.499386606338843,-0.636957046674159,0.289024765845787,0.122117468479365,0.636151508946683,0.349097914423945,-0.570919527589638,0.920017442013583,0.0203677537134997,0.123479506888092
"Ppara",0.781439495452332,-0.546398022749416,0.20330276383405,-0.0597559966830998,0.72353800450152,-0.656888098588209,0.00229796974340373,0.146114745512322,-0.143816775768918,0.808186516301641,0.90450806680769
"Pparg",1.78550913852835,0.688924666016634,1.80644564120055,-0.740927944975294,-2.18923077723965,-0.697666075875845,-1.20927493269693,1.42695981524851,-2.63623474794544,0.0148534428335564,0.0960522636569983
"Rara",0.28582463504222,0.204385183103474,1.25679323964948,-0.15244556822202,-0.721826561530133,-0.868127409711375,-0.580799846487843,0.582334352598392,-1.16313419908624,0.0537697133898725,0.193752025557862
"Rel",0.997013761865579,0.467898905696409,1.09566666288359,-0.873529108660501,-1.0691595633346,-1.26205974841262,-1.06824947346924,0.853526443481861,-1.9217759169511,0.00264124425081816,0.0512401384658722
"Rela",1.56050083068592,-0.926474965406466,1.29316431168445,0.0447568528071707,0.334357170534333,-1.29491507692874,-0.305267017862411,0.642396725654636,-0.947663743517047,0.377273665303948,0.554477962643681
"Relb",1.65873626177387,0.555510496113581,1.00096128336762,-1.1747724798381,-0.701452993973868,-1.15069363742987,-1.00897303708062,1.07173601375169,-2.08070905083231,0.0111678277530027,0.0773770922886615
"Runx1",-0.914783255961326,-0.605775277952462,0.143804650894073,0.64834154952097,0.372697970417985,-0.171369275488406,0.28322341481685,-0.458917961006572,0.742141375823421,0.138971218703742,0.280837671130479
"Rxra",-0.851735359252599,-0.71016761691248,1.40057826717773,-0.00641663393479502,-0.214473353176373,-0.249683399116027,-0.156857795409065,-0.0537749029957831,-0.103082892413282,0.900705165826533,0.91627673203817
"Smad3",0.38732639850767,-1.02956603109133,0.607429395356677,0.651520050046014,0.245523115827549,-1.43360035447621,-0.178852396200882,-0.0116034124089952,-0.167248983791886,0.848559114221648,0.90450806680769
"Smad4",0.282620163499283,-1.5936108002733,-0.0459357120182634,1.78151142671952,0.476268213534175,-1.78226137148229,0.158506089590468,-0.452308782930759,0.610814872521226,0.642059833468471,0.819471103242654
"Sox10",0.705260826171012,1.20972346114575,1.10398603354941,-1.77726967598535,-0.323118347613969,-1.03158437638798,-1.04399079999577,1.00632344028872,-2.05031424028449,0.0280193177427119,0.135893691052153
"Sox2",0.527146674593136,1.44830294765178,1.77555803833002,-0.522629038037603,-1.07652903221516,-2.39985971712741,-1.33300592912672,1.25033588685831,-2.58334181598504,0.0234230894963484,0.12409608869327
"Sox9",-2.42483087479916,-0.799432739057484,-0.804950617393348,0.821571244865642,1.90091048319381,0.678891395171428,1.13379104107696,-1.34307141041666,2.47686245149362,0.0243074812904343,0.12409608869327
"Sp1",-0.828617161575205,-2.36740483914758,0.670919146425556,1.39478278585812,0.90241119781385,-0.248109545844884,0.683028145942363,-0.841700951432408,1.52472909737477,0.222284469003695,0.385028455238544
"Sp3",-0.283009931445358,-1.73490120742208,-1.89344570314443,2.26727841137649,0.45698216174597,-0.132805750880452,0.863818274080669,-1.30378561400395,2.16760388808462,0.0775076841812558,0.240524373340681
"Spi1",-0.032528950134079,0.123711149295119,0.909503113192914,0.350414556336602,-1.90302494991346,0.479036424284279,-0.357857989764193,0.333561770784652,-0.691419760548845,0.473804948349948,0.656558285570643
"Srebf1",0.159577895980256,-0.443448145811521,1.1493077426285,-0.571391306527995,-1.56688484218235,0.0202006763057518,-0.706025157468196,0.288479164265745,-0.994504321733942,0.203957869326944,0.366368765272473
"Srebf2",0.0938199386427231,-1.41950674795672,1.42611499593514,-1.00715220034582,-0.000534781479859402,0.0847403277113576,-0.307648884704773,0.033476062207047,-0.34112494691182,0.730661609853601,0.864319221412187
"Srf",0.728204511708781,0.298514176654416,1.57881690716097,0.111447592742381,-0.775848528759369,-2.50556173457437,-1.05665422353045,0.868511865174722,-1.92516608870517,0.112763405333377,0.260429769460418
"Stat1",0.996423308679291,-0.299839798210904,-0.159580820822658,-0.114526946666822,0.226247927259107,-0.371318862174017,-0.0865326271939108,0.179000896548577,-0.265533523742487,0.597709392261556,0.783483933099607
"Stat2",-0.454009235493399,-1.32868840419,-0.653222745993081,0.574725803311951,0.688664898884236,1.35252976549649,0.871973489230891,-0.811973461892161,1.68394695112305,0.00954541038917498,0.0773770922886615
"Stat3",0.854395974062853,-1.95039184225055,1.59400365380655,-0.0807689653403064,0.169341482887028,-1.21124231392496,-0.374223265459413,0.166002595206284,-0.540225860665698,0.677564765054804,0.831946610257164
"Stat5a",-0.211171102170615,-0.601571852875932,1.21472425096939,0.187472563188884,0.149245505053817,-0.871182656246583,-0.178154862667961,0.133993765307613,-0.312148627975574,0.66144372788726,0.822564635962362
"Stat5b",-0.528436020829969,-0.651816430545638,0.85299593967252,0.69443684752347,0.636996454149863,-1.33537082563917,-0.00131250798861308,-0.109085503901029,0.107772995912416,0.902762283246663,0.91627673203817
"Stat6",1.75124286935953,-0.0635598013243222,0.857243526366542,-0.788999834590265,-0.690903604229575,-0.295754355440183,-0.591885931420008,0.848308864800583,-1.44019479622059,0.101104316460372,0.245051642452095
"Tal1",0.146625130586624,0.288067966893695,-0.131900025017852,0.0762536952766466,-0.755126640871461,0.16173658631356,-0.172378786427085,0.100931024154155,-0.27330981058124,0.459046449461838,0.645326168084033
"Tcf7l2",0.99433109986893,-0.311739972432429,1.08785809753338,-0.504372506186905,-0.578276335464375,-1.129210934506,-0.737286592052425,0.590149741656626,-1.32743633370905,0.0820177896369492,0.240524373340681
"Tfap2a",-0.148857527445655,-1.23703305236375,-1.56842999970702,1.25860767806894,-0.455363944621404,1.24206979467312,0.68177117604022,-0.984773526505475,1.66654470254569,0.0843075123049811,0.240524373340681
"Tfap2c",0.506820031604299,-0.802949181369413,-0.562032518644419,0.930876571139044,-1.07910307720189,0.643405844981589,0.16505977963958,-0.286053889469845,0.451113669109425,0.583089210959577,0.774789773466835
"Trp53",-0.958282600044995,-1.75841174633644,0.00301297339201918,1.60655911569086,1.49630124236122,-0.926809205179917,0.725350384290719,-0.90456045766314,1.62991084195386,0.182776895029285,0.340949208035396
"Twist1",-2.26939151547145,-2.35411064955376,-1.8344198663458,2.02707608117746,2.49693140900815,1.96779635058451,2.16393461359004,-2.15264067712367,4.31657529071371,4.98618589434631e-05,0.00483660031751592
"Usf1",-1.9335455513084,-3.16691628379964,-1.72016194246986,2.6071650098942,2.2459547696454,1.31338300729071,2.05550092894344,-2.27354125919264,4.32904218813607,0.00205539073940608,0.0512401384658722
"Usf2",-1.49628282538065,-2.12936743750836,-2.03457085516311,2.47534243005173,1.15913325488808,0.996039696747464,1.54350512722909,-1.88674037268404,3.43024549991313,0.00931998171550432,0.0773770922886615
"Vdr",1.21328861676766,0.978913507525194,0.951781652575107,-1.74877474549312,-0.927413743439901,-0.889003601760556,-1.18839736356452,1.04799459228932,-2.23639195585385,0.0103946839900495,0.0773770922886615
"Wt1",-0.602382788833013,-1.65560401307414,0.09146812685752,-0.0438745750848699,0.0987231450781537,1.97578825809939,0.676878942697559,-0.72217289168321,1.39905183438077,0.169559831573574,0.322496150247779
"Yy1",0.226848028740592,-0.0715428290430572,0.918767765928678,-0.774412731031984,-0.608120814354734,0.162397948147815,-0.406711865746301,0.358024321875404,-0.764736187621705,0.136645946719327,0.280837671130479
