"TF","Cl19_1_S4","Cl19_2_S5","Cl19_3_S6","Cl19_gHira_1_S10","Cl19_gHira_2_S11","Cl19_gHira_3_S12","Mean_ gHIRA","Mean_ Cl19","Mean_TFChange","p.val","p.adj"
"Srebf1",-3.07690033511645,0.134452112697072,0.089264150255198,0.203267977779253,2.62488072414226,1.53888996572044,1.45567955588065,-0.951061357388061,2.40674091326871,0.1426811928192,0.291433925758366
"Srebf2",-3.30127127117691,0.550257348427762,-0.446319554439209,0.609114933339888,2.39523203002828,0.622887567056255,1.20907817680814,-1.06577782572945,2.27485600253759,0.178261367462685,0.316897635073144
"Srf",-0.325870653378837,1.63035865834517,1.91540348259388,-0.892762559645684,-1.16516393633393,-0.811406905616273,-0.95644446719863,1.07329716252007,-2.0297416297187,0.0990913402795573,0.237819216670938
"Stat1",1.67723453593105,1.4142934294622,2.99905007636562,-2.1601113146399,-3.38681821338559,-2.72943189350667,-2.75878714051072,2.03019268058629,-4.78897982109701,0.00201878048413705,0.0592206486629876
"Stat2",0.948216661808805,0.441071586304291,-0.332246967421325,-1.02207810943589,-0.702718430664711,-0.58614092889194,-0.77031248966418,0.352347093563924,-1.1226595832281,0.0815018028211403,0.226617065455565
"Stat3",-0.607237674297105,2.09646397280712,2.19836625788716,-2.37518442146521,-0.864218280143865,-1.05306932861272,-1.43082401007393,1.22919751879906,-2.66002152887299,0.0823987575768192,0.226617065455565
"Stat5a",-1.0428561632488,1.28939619049446,1.05608358662273,-0.630852699496407,0.375863416087654,-0.148882338477587,-0.134623873962113,0.434207871289464,-0.568831745251577,0.53385368685732,0.640624424228784
"Stat5b",-0.961240931430851,1.73351931749081,1.81773732709214,-0.761498265212928,-0.362514579144205,-0.469533768837926,-0.531182204398353,0.863338571050699,-1.39452077544905,0.264994279614497,0.385446224893814
"Stat6",0.0668798380902271,1.59774044204872,0.563841434126077,-0.595860454912255,-0.112918789997198,-0.744753826292504,-0.484511023733986,0.742820571421675,-1.22733159515566,0.0967567631824745,0.237819216670938
"Tal1",-0.76006518972933,-1.31735428029754,1.70399213923522,0.749852754573256,-0.535518283725325,2.0928056511285,0.769046707325477,-0.124475776930549,0.893522484256026,0.499058803290993,0.632088379781551
"Tcf7l2",-1.29108375395829,0.709838767460371,1.33641472586047,0.182997833838229,-0.672097392512853,0.499831893313604,0.00357744487966006,0.251723246454185,-0.248145801574525,0.794705495723237,0.865765279733769
"Tfap2a",-0.911392225127926,1.28096106570116,3.47871773670468,-1.68550221387105,-1.45595496554736,-0.129141709297838,-1.09019962957208,1.28276219242597,-2.37296182199806,0.19361830412949,0.323440488161295
"Tfap2c",-0.652613961232269,0.669082713008721,0.352180143968474,-0.6656592395308,-0.274593694625762,1.05979777247523,0.039848279439555,0.122882965248309,-0.0830346858087538,0.905917412524324,0.925192251088672
"Trp53",0.780976173231028,2.90207330099684,1.54143627422692,-2.27693894363141,-1.72634266198709,-2.74916262719132,-2.25081474426994,1.74149524948493,-3.99230999375487,0.011537789463924,0.0943784898970639
"Twist1",0.0726706502257052,0.0271421891098576,-0.734905597777728,0.914295989617484,0.00691605489203974,0.558674763385831,0.493295602631785,-0.211697586147388,0.704993188779173,0.130877223749378,0.273135075650876
"Usf1",-0.978029709005064,0.453741344712841,-0.00610023863717362,0.518840057077321,0.678006532379043,0.361508040779636,0.519451543412,-0.176796200976466,0.696247744388466,0.237600824863014,0.36205839979126
"Usf2",-0.690556035349408,0.929063481601095,2.90647187624396,-1.11144865730689,-1.25273167268055,-0.290541902487081,-0.884907410824839,1.04832644083188,-1.93323385165672,0.197828604926039,0.323440488161295
"Vdr",-0.188640473243046,0.322335572834428,-0.457372359039666,1.11379896016789,-0.324942616670616,-0.525450033426684,0.0878021033568623,-0.107892419816095,0.195694523172957,0.753656226954205,0.84129067194888
"Wt1",-1.1782506727192,1.38276419384726,1.94036534942875,-0.492590490994759,-0.985033783314506,-0.803326286564866,-0.76031685362471,0.714959623518935,-1.47527647714365,0.262823189542708,0.385446224893814
"Yy1",-1.95691771092434,1.00864814694679,0.147841548091374,1.26340188638268,0.98640138513139,-0.787237776768781,0.487521831581764,-0.266809338628724,0.754331170210488,0.530374560085035,0.640624424228784
